序号,代码,名称,研报数,机构投资评级(近六个月)-买入,机构投资评级(近六个月)-增持,机构投资评级(近六个月)-中性,机构投资评级(近六个月)-减持,机构投资评级(近六个月)-卖出,2025预测每股收益,2026预测每股收益,2027预测每股收益,2028预测每股收益
495,600547,山东黄金,12,9.0,3.0,0.0,0.0,0.0,1.02808363881,2.0225,2.513333333333,2.823636363636
496,601995,中金公司,12,8.0,4.0,0.0,0.0,0.0,2.028177235378,2.569166666667,2.845833333333,3.1175
497,688702,盛科通信,12,5.0,7.0,0.0,0.0,0.0,-0.365718035634,0.131,0.95025,2.708888888889
498,300791,仙乐健康,12,7.0,5.0,0.0,0.0,0.0,0.442958965242,1.121666666667,1.438333333333,1.764545454545
499,002430,杭氧股份,11,9.0,2.0,0.0,0.0,0.0,0.969841351597,1.172636363636,1.355090909091,1.540444444444
500,601939,建设银行,11,5.0,6.0,0.0,0.0,0.0,1.295510343333,1.321818181818,1.370909090909,1.431818181818
501,688428,诺诚健华,11,9.0,2.0,0.0,0.0,0.0,0.363159087581,0.166,0.124363636364,0.2815
502,688363,华熙生物,11,6.0,5.0,0.0,0.0,0.0,0.606335391832,0.804545454545,0.977272727273,1.129
503,688388,嘉元科技,11,10.0,1.0,0.0,0.0,0.0,0.086413221153,1.574545454545,2.580909090909,3.312
504,002518,科士达,11,6.0,5.0,0.0,0.0,0.0,1.049229637618,1.459,1.979,2.526666666667
505,601528,瑞丰银行,11,8.0,3.0,0.0,0.0,0.0,1.00187324295,1.021818181818,1.055454545455,1.100909090909
506,600862,中航高科,11,8.0,3.0,0.0,0.0,0.0,0.739975839875,0.740909090909,0.844545454545,0.971818181818
507,601111,中国国航,11,6.0,5.0,0.0,0.0,0.0,-0.086391983774,0.006363636364,0.340545454545,0.562818181818
508,002294,信立泰,11,8.0,3.0,0.0,0.0,0.0,0.584405347011,0.710909090909,0.881818181818,1.12475
509,603848,好太太,11,7.0,4.0,0.0,0.0,0.0,0.505018271387,0.585833333333,0.670833333333,0.771
510,300910,瑞丰新材,11,7.0,4.0,0.0,0.0,0.0,1.922485225932,2.573636363636,3.097272727273,3.771
511,601665,齐鲁银行,11,8.0,3.0,0.0,0.0,0.0,0.928442997491,1.022727272727,1.160909090909,1.312727272727
512,688083,中望软件,11,9.0,2.0,0.0,0.0,0.0,0.122286409096,0.538333333333,0.830833333333,1.086363636364
513,601012,隆基绿能,11,8.0,3.0,0.0,0.0,0.0,-0.847123022828,-0.048,0.396,0.743
514,605020,永和股份,11,8.0,3.0,0.0,0.0,0.0,1.099473659347,1.873636363636,2.268181818182,2.660909090909
515,600750,华润江中,11,8.0,3.0,0.0,0.0,0.0,1.42653031727,1.539166666667,1.701666666667,1.871818181818
516,688120,华海清科,11,7.0,4.0,0.0,0.0,0.0,2.183689784384,3.426363636364,4.488181818182,5.847272727273
517,600733,北汽蓝谷,11,9.0,2.0,0.0,0.0,0.0,-0.716699073585,-0.350909090909,0.100909090909,0.325
518,300003,乐普医疗,11,6.0,5.0,0.0,0.0,0.0,0.521858215408,0.590454545455,0.689090909091,0.785
519,688636,智明达,11,11.0,0.0,0.0,0.0,0.0,0.587616743544,0.867272727273,1.129090909091,1.419090909091
520,600482,中国动力,11,8.0,3.0,0.0,0.0,0.0,0.573520493978,1.334272727273,1.926090909091,2.469090909091
521,002138,顺络电子,11,7.0,4.0,0.0,0.0,0.0,1.266269442975,1.5818,2.0287,2.512888888889
522,601179,中国西电,11,7.0,4.0,0.0,0.0,0.0,0.247699714693,0.3027,0.3744,0.445125
523,688029,南微医学,11,8.0,3.0,0.0,0.0,0.0,3.036120298739,3.320916666667,3.918916666667,4.671363636364
524,688698,伟创电气,11,8.0,2.0,1.0,0.0,0.0,1.222016743379,1.4215,1.7462,1.998428571429
525,002409,雅克科技,11,9.0,2.0,0.0,0.0,0.0,2.101824675261,2.818181818182,3.458181818182,4.194444444444
526,000962,东方钽业,11,11.0,0.0,0.0,0.0,0.0,0.489691638384,0.776363636364,1.060909090909,1.367272727273
527,002436,兴森科技,11,10.0,1.0,0.0,0.0,0.0,0.079395258947,0.248,0.473,0.711
528,600153,建发股份,11,9.0,2.0,0.0,0.0,0.0,-3.729811478261,0.787272727273,1.152727272727,1.371
529,600050,中国联通,11,6.0,5.0,0.0,0.0,0.0,0.291918449629,0.251454545455,0.267363636364,0.284636363636
530,603062,麦加芯彩,11,9.0,2.0,0.0,0.0,0.0,1.946301556667,1.913181818182,2.543636363636,3.373
531,600025,华能水电,11,10.0,1.0,0.0,0.0,0.0,0.45644867148,0.476636363636,0.497454545455,0.5207
532,600039,四川路桥,11,9.0,2.0,0.0,0.0,0.0,0.839145541914,0.888272727273,0.943636363636,0.9955
533,000703,恒逸石化,11,8.0,3.0,0.0,0.0,0.0,0.067598426071,2.357272727273,2.202727272727,2.505
534,002410,广联达,11,7.0,4.0,0.0,0.0,0.0,0.245234678875,0.34,0.419090909091,0.478181818182
535,603031,安孚科技,11,8.0,3.0,0.0,0.0,0.0,0.60451453041,1.211272727273,1.467181818182,1.658545454545
536,600348,华阳股份,11,8.0,3.0,0.0,0.0,0.0,0.472080690093,0.677272727273,0.74,0.798181818182
537,688795,摩尔线程,11,5.0,6.0,0.0,0.0,0.0,-2.12920514855,-0.428083333333,1.055166666667,3.397636363636
538,603119,浙江荣泰,11,7.0,4.0,0.0,0.0,0.0,0.588715649619,0.853727272727,1.236363636364,1.708090909091
539,601881,中国银河,11,6.0,5.0,0.0,0.0,0.0,1.144984288937,1.235,1.361,1.5
540,300567,精测电子,11,7.0,4.0,0.0,0.0,0.0,0.293196317995,1.204545454545,2.036363636364,3.166666666667
541,688516,奥特维,11,10.0,1.0,0.0,0.0,0.0,1.412234713866,1.981363636364,2.436909090909,3.154
542,600873,梅花生物,11,7.0,4.0,0.0,0.0,0.0,1.169970466739,0.675454545455,0.876363636364,1.041
543,688808,联讯仪器,11,5.0,6.0,0.0,0.0,0.0,1.691411272658,10.841545454546,22.622454545455,34.834636363636
544,301087,可孚医疗,11,9.0,2.0,0.0,0.0,0.0,1.5753002652,2.123636363636,2.635454545455,3.232727272727
545,603588,高能环境,11,10.0,1.0,0.0,0.0,0.0,0.550207737495,1.128181818182,1.326363636364,1.56
546,300870,欧陆通,11,5.0,5.0,1.0,0.0,0.0,1.598511723477,3.432727272727,5.131818181818,6.81
547,002460,赣锋锂业,11,6.0,5.0,0.0,0.0,0.0,0.769297132793,3.51,4.230909090909,5.003
548,603055,台华新材,11,9.0,2.0,0.0,0.0,0.0,0.596731675109,0.825454545455,0.95,1.068
549,600352,浙江龙盛,11,5.0,6.0,0.0,0.0,0.0,0.562198872832,0.931,1.031,1.078888888889
550,000680,山推股份,11,11.0,0.0,0.0,0.0,0.0,0.807240040996,0.983636363636,1.188181818182,1.410909090909
551,000932,华菱钢铁,11,7.0,4.0,0.0,0.0,0.0,0.38096657331,0.446,0.535,0.57
552,002128,电投能源,11,9.0,2.0,0.0,0.0,0.0,1.733289284359,3.386363636364,3.634545454545,3.763636363636
553,603979,金诚信,11,6.0,5.0,0.0,0.0,0.0,3.749168155607,5.333636363636,6.230909090909,7.638888888889
554,603087,甘李药业,11,9.0,2.0,0.0,0.0,0.0,1.914164758142,2.355333333333,2.810666666667,3.434090909091
555,601179,中国西电,11,7.0,4.0,0.0,0.0,0.0,0.247699714693,0.3027,0.3744,0.445125
556,601669,中国电建,11,9.0,2.0,0.0,0.0,0.0,0.580927146175,0.601818181818,0.638181818182,0.668
557,688390,固德威,11,8.0,3.0,0.0,0.0,0.0,0.554917979112,3.8992,5.4325,6.7447
558,688526,科前生物,11,8.0,3.0,0.0,0.0,0.0,0.898300693147,0.903636363636,1.049090909091,1.206
559,000657,中钨高新,11,9.0,2.0,0.0,0.0,0.0,0.562040211122,2.138090909091,2.394090909091,2.635125
560,001965,招商公路,11,8.0,3.0,0.0,0.0,0.0,0.678455844103,0.735363636364,0.759090909091,0.7982
561,605507,国邦医药,11,10.0,1.0,0.0,0.0,0.0,1.049169030306,1.402727272727,1.692727272727,1.993636363636
562,688239,航宇科技,11,8.0,3.0,0.0,0.0,0.0,0.974114944289,1.589090909091,2.200909090909,2.929
563,600029,南方航空,11,6.0,5.0,0.0,0.0,0.0,0.047293274443,0.039090909091,0.356363636364,0.543636363636
564,600388,紫金龙净,11,8.0,3.0,0.0,0.0,0.0,0.875788090403,1.131818181818,1.37,1.63
565,601456,国联民生,11,7.0,4.0,0.0,0.0,0.0,0.353645586474,0.400909090909,0.452727272727,0.49
566,301101,明月镜片,11,5.0,6.0,0.0,0.0,0.0,0.957374880466,1.105,1.284166666667,1.529
567,300482,万孚生物,11,9.0,2.0,0.0,0.0,0.0,-0.134643030316,0.835454545455,0.987272727273,1.162727272727
568,603678,火炬电子,11,9.0,2.0,0.0,0.0,0.0,0.672391996717,1.186363636364,1.562727272727,2.024545454545
569,600489,中金黄金,11,9.0,2.0,0.0,0.0,0.0,1.01779752684,1.916363636364,2.360909090909,2.723333333333
570,688147,微导纳米,11,7.0,4.0,0.0,0.0,0.0,0.472317798636,0.774181818182,1.131909090909,1.5843
571,300661,圣邦股份,11,6.0,5.0,0.0,0.0,0.0,0.797968275351,1.324545454545,1.835454545455,2.382727272727
572,603099,长白山,11,4.0,6.0,1.0,0.0,0.0,0.474921589203,0.585,0.6925,0.7825
573,000998,隆平高科,11,6.0,5.0,0.0,0.0,0.0,0.112846648446,0.234545454545,0.31,0.382
574,688052,纳芯微,11,8.0,3.0,0.0,0.0,0.0,-1.399799685572,0.473636363636,1.908181818182,3.547272727273
575,301358,湖南裕能,11,8.0,3.0,0.0,0.0,0.0,1.506589296739,6.365454545455,7.287272727273,8.276363636364
576,002262,恩华药业,11,8.0,3.0,0.0,0.0,0.0,1.043794848998,1.169333333333,1.328416666667,1.51825
577,601328,交通银行,11,5.0,6.0,0.0,0.0,0.0,1.082140164557,1.065454545455,1.103636363636,1.155
578,601766,中国中车,10,9.0,1.0,0.0,0.0,0.0,0.459286993366,0.4961,0.5381,0.5795
579,301080,百普赛斯,10,9.0,1.0,0.0,0.0,0.0,0.987407531297,1.379090909091,1.836363636364,2.366363636364
580,603341,龙旗科技,10,9.0,1.0,0.0,0.0,0.0,1.119646925156,1.427777777778,2.102222222222,2.895555555556
581,002837,英维克,10,7.0,3.0,0.0,0.0,0.0,0.408661689899,0.987545454545,1.700090909091,2.5599
582,300592,华凯易佰,10,5.0,5.0,0.0,0.0,0.0,0.374997758591,0.884,1.116,1.34
583,600429,三元股份,10,8.0,2.0,0.0,0.0,0.0,-0.150632920744,0.206,0.265,0.324444444444
584,002851,麦格米特,10,5.0,5.0,0.0,0.0,0.0,0.249144879753,1.461,2.736,4.077142857143
585,603091,众鑫股份,10,10.0,0.0,0.0,0.0,0.0,1.860002794368,4.591555555556,6.144555555556,7.461333333333
586,688548,广钢气体,10,5.0,5.0,0.0,0.0,0.0,0.216516401658,0.354545454545,0.445363636364,0.565222222222
587,688472,阿特斯,10,8.0,2.0,0.0,0.0,0.0,0.278817554703,0.6122,0.9703,1.274
588,300443,金雷股份,10,9.0,1.0,0.0,0.0,0.0,0.982357198393,1.651888888889,2.018111111111,2.3845
589,300442,润泽科技,10,9.0,1.0,0.0,0.0,0.0,3.077275747364,2.006,2.541,3.195
590,002429,兆驰股份,10,9.0,1.0,0.0,0.0,0.0,0.287898782289,0.338888888889,0.451111111111,0.555555555556
591,002472,双环传动,10,7.0,3.0,0.0,0.0,0.0,1.484142757308,1.681,1.957,2.265555555556
592,688349,三一重能,10,6.0,4.0,0.0,0.0,0.0,0.446994159434,1.252222222222,1.878888888889,2.32125
593,600779,水井坊,10,6.0,4.0,0.0,0.0,0.0,0.832585347881,0.894727272727,1.043727272727,1.2399
594,300496,中科创达,10,9.0,1.0,0.0,0.0,0.0,0.974922571346,1.371,1.725,2.125555555556
595,002600,领益智造,10,8.0,2.0,0.0,0.0,0.0,0.281729454567,0.423,0.589,0.777777777778
596,600496,精工钢构,10,6.0,4.0,0.0,0.0,0.0,0.303981887889,0.352,0.4,0.461111111111
597,688281,华秦科技,10,8.0,2.0,0.0,0.0,0.0,0.80510723933,1.521,1.983,2.49
598,601728,中国电信,10,6.0,4.0,0.0,0.0,0.0,0.362646389124,0.33,0.337,0.352222222222
599,002531,天顺风能,10,7.0,3.0,0.0,0.0,0.0,-0.131076158672,0.384,0.614,0.908888888889
600,001308,康冠科技,10,7.0,3.0,0.0,0.0,0.0,0.71789155327,1.061,1.294,1.465555555556
601,300577,开润股份,10,8.0,2.0,0.0,0.0,0.0,1.38044908091,1.652727272727,1.918181818182,2.199090909091
602,688025,杰普特,10,5.0,5.0,0.0,0.0,0.0,2.933091413822,5.269,8.728,12.361
603,603337,杰克科技,10,8.0,2.0,0.0,0.0,0.0,1.796728220668,2.0977,2.5053,3.054
604,603093,南华期货,10,4.0,6.0,0.0,0.0,0.0,0.468396353228,0.825,0.976,1.15
605,600886,国投电力,10,9.0,1.0,0.0,0.0,0.0,0.923653772494,0.9399,0.9967,1.0405
606,600559,老白干酒,10,7.0,3.0,0.0,0.0,0.0,0.469836057733,0.52,0.589,0.675555555556
607,600161,天坛生物,10,5.0,5.0,0.0,0.0,0.0,0.551660631798,0.58,0.657,0.75125
608,002444,巨星科技,10,9.0,1.0,0.0,0.0,0.0,2.101099221367,2.486,2.951,3.471111111111
609,002014,永新股份,10,9.0,1.0,0.0,0.0,0.0,0.715329534107,0.764,0.856636363636,0.952727272727
610,002458,益生股份,10,5.0,5.0,0.0,0.0,0.0,0.115581901744,0.544,0.643,0.64
611,300737,科顺股份,10,4.0,6.0,0.0,0.0,0.0,-0.482179433607,0.278,0.395,0.508
612,002922,伊戈尔,10,7.0,3.0,0.0,0.0,0.0,0.473852386686,0.973333333333,1.514444444444,2.084285714286
613,300842,帝科股份,10,7.0,3.0,0.0,0.0,0.0,-1.902894543185,2.517777777778,3.814444444444,4.75
614,600885,宏发股份,10,7.0,3.0,0.0,0.0,0.0,1.135651443008,1.439666666667,1.780111111111,2.1095
615,603305,旭升集团,10,6.0,3.0,1.0,0.0,0.0,0.315931018373,0.435,0.522,0.608888888889
616,688016,心脉医疗,10,7.0,3.0,0.0,0.0,0.0,4.570144246508,5.158636363636,5.894545454545,6.7644
617,688234,天岳先进,10,5.0,5.0,0.0,0.0,0.0,-0.429862044714,0.146363636364,0.527272727273,0.836363636364
618,601865,福莱特,10,5.0,5.0,0.0,0.0,0.0,0.418533558307,0.129,0.549,0.85
619,605376,博迁新材,10,8.0,2.0,0.0,0.0,0.0,0.837873209862,2.502,4.648,7.225
620,920037,广信科技,10,4.0,6.0,0.0,0.0,0.0,1.54503370082,2.693,3.515,4.522222222222
621,603565,中谷物流,10,5.0,5.0,0.0,0.0,0.0,0.952854256708,1.0788,1.1368,1.175888888889
622,688192,迪哲医药,10,7.0,3.0,0.0,0.0,0.0,-1.64253138069,4.59,0.485,1.146666666667
623,688106,金宏气体,10,7.0,3.0,0.0,0.0,0.0,0.245978573117,0.4,0.521,0.643
624,920599,同力股份,10,7.0,3.0,0.0,0.0,0.0,1.814715934987,2.05,2.305,2.609
625,920394,民士达,10,7.0,3.0,0.0,0.0,0.0,0.870880867624,1.041,1.367,1.783
626,000830,鲁西化工,10,7.0,3.0,0.0,0.0,0.0,0.476132397751,1.005,1.215,1.3425
627,600710,苏美达,10,6.0,4.0,0.0,0.0,0.0,1.037401729519,1.122222222222,1.236666666667,1.367142857143
628,300699,光威复材,10,8.0,2.0,0.0,0.0,0.0,0.725809346763,0.898,1.05,1.198
629,301095,广立微,10,7.0,3.0,0.0,0.0,0.0,0.442817469066,0.756,1.1582,1.740222222222
630,600741,华域汽车,10,8.0,1.0,1.0,0.0,0.0,2.286044758814,2.415,2.594444444444,2.75125
631,001203,大中矿业,10,8.0,2.0,0.0,0.0,0.0,0.480101879149,0.952,1.985,3.053
632,600438,通威股份,10,7.0,3.0,0.0,0.0,0.0,-2.122044671209,-1.169555555556,0.287111111111,0.974375
633,000672,上峰材料,10,7.0,3.0,0.0,0.0,0.0,0.657775284472,1.6493,1.0025,1.003857142857
634,603882,金域医学,10,7.0,3.0,0.0,0.0,0.0,-0.373967535108,0.875818181818,1.064090909091,1.278
635,688578,艾力斯,10,9.0,1.0,0.0,0.0,0.0,4.864677682756,6.357,7.342,8.343
636,600054,黄山旅游,10,6.0,4.0,0.0,0.0,0.0,0.400999688996,0.466,0.529,0.579
637,301381,赛维时代,10,6.0,4.0,0.0,0.0,0.0,0.696158048961,1.146363636364,1.480909090909,1.743
638,600057,厦门象屿,10,7.0,3.0,0.0,0.0,0.0,0.455437493158,0.704,0.822,0.918888888889
639,688046,药康生物,10,5.0,4.0,0.0,1.0,0.0,0.347736726175,0.472727272727,0.594545454545,0.766666666667
640,601600,中国铝业,10,6.0,4.0,0.0,0.0,0.0,0.738789809579,1.2972,1.3624,1.353777777778
641,002011,盾安环境,9,6.0,3.0,0.0,0.0,0.0,1.00321314179,1.035555555556,1.17,1.3
642,002007,华兰生物,9,5.0,4.0,0.0,0.0,0.0,0.515093010307,0.542222222222,0.601111111111,0.672222222222
643,600428,中远海特,9,5.0,4.0,0.0,0.0,0.0,0.648696667456,0.914444444444,1.023333333333,1.0425
644,600522,中天科技,9,7.0,2.0,0.0,0.0,0.0,0.850377114057,1.882222222222,2.292222222222,2.717142857143
645,300827,上能电气,9,6.0,3.0,0.0,0.0,0.0,0.831069315906,1.24625,1.6425,2.011666666667
646,688127,蓝特光学,9,6.0,3.0,0.0,0.0,0.0,0.957928380131,1.543333333333,2.122222222222,2.94375
647,605167,利柏特,9,8.0,1.0,0.0,0.0,0.0,0.428596548829,0.497777777778,0.726666666667,1.043333333333
648,300628,亿联网络,9,7.0,2.0,0.0,0.0,0.0,2.052703975941,2.483333333333,2.947777777778,3.48375
649,688180,君实生物,9,8.0,1.0,0.0,0.0,0.0,-0.852423265711,-0.426,0.061666666667,0.502111111111
650,600219,南山铝业,9,5.0,4.0,0.0,0.0,0.0,0.412367833812,0.461111111111,0.557777777778,0.6375
651,300373,扬杰科技,9,7.0,2.0,0.0,0.0,0.0,2.316349358095,3.117666666667,3.924777777778,4.821444444444
652,688506,百利天恒,9,8.0,1.0,0.0,0.0,0.0,-2.551912498171,-2.495555555556,-3.495555555556,-2.442222222222
653,301216,万凯新材,9,8.0,1.0,0.0,0.0,0.0,0.291457187053,2.085555555556,2.361111111111,2.807777777778
654,600861,北京人力,9,4.0,5.0,0.0,0.0,0.0,2.066447971745,1.658888888889,1.827777777778,1.9825
655,000415,渤海租赁,9,9.0,0.0,0.0,0.0,0.0,-0.065635637989,0.745555555556,0.693333333333,0.778888888889
656,688469,芯联集成,9,6.0,3.0,0.0,0.0,0.0,-0.070966862517,0.052222222222,0.092222222222,0.152222222222
657,603808,歌力思,9,5.0,3.0,1.0,0.0,0.0,0.453305276535,0.57,0.684,0.765555555556
658,601900,南方传媒,9,7.0,2.0,0.0,0.0,0.0,1.182548182138,1.281111111111,1.358888888889,1.43375
659,688003,天准科技,9,5.0,4.0,0.0,0.0,0.0,0.390837874933,0.91,1.274444444444,1.722222222222
660,688139,海尔生物,9,5.0,4.0,0.0,0.0,0.0,0.792216126084,0.906666666667,1.037777777778,1.203333333333
661,688200,华峰测控,9,7.0,2.0,0.0,0.0,0.0,2.669824201722,4.846888888889,6.220666666667,7.74025
662,002960,青鸟智控,9,6.0,3.0,0.0,0.0,0.0,0.303320028766,0.426666666667,0.523333333333,0.622222222222
663,688112,鼎阳科技,9,5.0,4.0,0.0,0.0,0.0,0.893440422893,1.218888888889,1.628888888889,2.13
664,688248,南网科技,9,5.0,4.0,0.0,0.0,0.0,0.745244221498,0.984444444444,1.225555555556,1.475555555556
665,603136,天目湖,9,6.0,3.0,0.0,0.0,0.0,0.352875469331,0.41,0.45,0.496666666667
666,002668,TCL智家,9,4.0,5.0,0.0,0.0,0.0,1.036223620788,1.073333333333,1.18,1.286666666667
667,601311,骆驼股份,9,4.0,5.0,0.0,0.0,0.0,0.714178109977,0.798888888889,0.925555555556,1.09875
668,002156,通富微电,9,5.0,4.0,0.0,0.0,0.0,0.803051280444,1.02,1.247777777778,1.485
669,600301,华锡有色,9,8.0,1.0,0.0,0.0,0.0,1.265910916581,2.039222222222,2.588555555556,2.97875
670,603505,金石资源,9,6.0,3.0,0.0,0.0,0.0,0.387043842184,0.447555555556,0.676555555556,0.826111111111
671,002466,天齐锂业,9,4.0,5.0,0.0,0.0,0.0,0.270050811941,3.758888888889,4.296666666667,4.774444444444
672,688059,华锐精密,9,6.0,3.0,0.0,0.0,0.0,1.333356315184,3.687777777778,4.320333333333,5.325125
673,920015,锦华新材,9,3.0,6.0,0.0,0.0,0.0,1.434817711495,1.242222222222,2.104444444444,3.128888888889
674,688187,时代电气,9,7.0,2.0,0.0,0.0,0.0,3.078477430852,3.316666666667,3.703333333333,4.142222222222
675,300679,电连技术,9,6.0,3.0,0.0,0.0,0.0,0.634653013653,1.30125,1.775,2.34
676,301171,易点天下,9,8.0,1.0,0.0,0.0,0.0,0.255620207228,0.418,0.591,0.786
677,301291,明阳电气,9,7.0,2.0,0.0,0.0,0.0,1.870319365999,2.1625,2.940875,3.695428571429
678,601133,柏诚股份,9,7.0,2.0,0.0,0.0,0.0,0.389896975838,0.696666666667,0.926666666667,1.164444444444
679,605080,浙江自然,9,6.0,3.0,0.0,0.0,0.0,1.358460287907,1.503888888889,1.786,1.978
680,688556,高测股份,9,7.0,2.0,0.0,0.0,0.0,-0.04885169676,0.12575,0.337625,0.526714285714
681,000063,中兴通讯,9,7.0,2.0,0.0,0.0,0.0,1.174391978465,1.287,1.495111111111,1.688
682,600372,中航机载,9,5.0,4.0,0.0,0.0,0.0,0.220571665297,0.247777777778,0.293333333333,0.344444444444
683,000738,航发控制,9,5.0,4.0,0.0,0.0,0.0,0.254279353258,0.322222222222,0.373333333333,0.426666666667
684,688220,翱捷科技,9,8.0,1.0,0.0,0.0,0.0,-0.93302497557,0.045,0.8025,1.7025
685,000988,华工科技,9,8.0,1.0,0.0,0.0,0.0,1.462745643468,2.336,3.059111111111,3.752333333333
686,603708,家家悦,9,5.0,4.0,0.0,0.0,0.0,0.314390718203,0.377777777778,0.447777777778,0.511111111111
687,603568,伟明环保,9,7.0,2.0,0.0,0.0,0.0,1.080565808378,1.308888888889,1.482222222222,1.694444444444
688,603929,亚翔集成,9,7.0,2.0,0.0,0.0,0.0,4.181502058258,7.073333333333,10.714444444444,13.267777777778
689,600867,通化东宝,9,5.0,4.0,0.0,0.0,0.0,0.622428500005,0.3297,0.3904,0.443666666667
690,000065,北方国际,9,7.0,2.0,0.0,0.0,0.0,0.622769642057,0.773333333333,0.895555555556,0.975555555556
691,601868,中国能建,9,7.0,2.0,0.0,0.0,0.0,0.132013332041,0.154444444444,0.167777777778,0.184444444444
692,603515,欧普照明,9,6.0,3.0,0.0,0.0,0.0,1.240094059511,1.274,1.363,1.455
693,301187,欧圣电气,9,6.0,3.0,0.0,0.0,0.0,0.409945314254,0.725666666667,1.149444444444,1.510125
694,002120,韵达股份,9,2.0,7.0,0.0,0.0,0.0,0.404058654804,0.726666666667,0.835555555556,0.93375
695,688361,中科飞测,9,5.0,3.0,1.0,0.0,0.0,0.166602112705,1.005555555556,1.911111111111,3.12
696,301033,迈普医学,9,5.0,4.0,0.0,0.0,0.0,1.686402356232,2.192222222222,2.967777777778,3.96125
697,603059,倍加洁,9,7.0,2.0,0.0,0.0,0.0,1.140890262151,1.477625,1.88925,2.319857142857
698,688513,苑东生物,9,7.0,2.0,0.0,0.0,0.0,1.609107539984,1.66125,1.8475,2.038571428571
699,688019,安集科技,9,5.0,4.0,0.0,0.0,0.0,3.431687691384,5.730444444444,7.613222222222,10.085375
700,688543,国科军工,9,8.0,1.0,0.0,0.0,0.0,0.983970851764,1.445,1.82875,2.28625
701,603162,海通发展,9,5.0,4.0,0.0,0.0,0.0,0.338207754783,0.852888888889,1.069333333333,1.324777777778
702,601231,环旭电子,9,7.0,2.0,0.0,0.0,0.0,0.775843106346,1.024444444444,1.507777777778,2.0625
703,600377,宁沪高速,9,3.0,6.0,0.0,0.0,0.0,0.911889808949,0.96,0.988888888889,1.025
704,688525,佰维存储,9,7.0,2.0,0.0,0.0,0.0,1.808938830251,18.411222222222,20.373888888889,21.893777777778
705,688700,东威科技,9,5.0,4.0,0.0,0.0,0.0,0.405282720829,1.05,1.75,2.727142857143
706,002242,九阳股份,9,2.0,6.0,1.0,0.0,0.0,0.154185024672,0.277,0.313,0.348
707,000895,双汇发展,9,5.0,4.0,0.0,0.0,0.0,1.473335969147,1.561111111111,1.621111111111,1.68375
708,002281,光迅科技,9,7.0,2.0,0.0,0.0,0.0,1.143108183248,2.0125,3.74875,5.02
709,688610,埃科光电,9,6.0,3.0,0.0,0.0,0.0,0.9406989175,2.004444444444,3.314444444444,4.865555555556
710,300634,彩讯股份,9,7.0,2.0,0.0,0.0,0.0,0.644157913251,0.765555555556,0.925555555556,1.126666666667
711,301338,凯格精机,9,3.0,6.0,0.0,0.0,0.0,1.253526694952,3.07,4.687777777778,6.1775
712,600063,皖维高新,9,7.0,2.0,0.0,0.0,0.0,0.209749549488,0.338888888889,0.435555555556,0.548888888889
713,300138,晨光生物,9,6.0,3.0,0.0,0.0,0.0,0.763550009666,0.864,1.076,1.276
714,300294,博雅生物,9,6.0,3.0,0.0,0.0,0.0,0.223497532204,0.607777777778,0.7,0.804444444444
715,600282,南钢股份,9,4.0,5.0,0.0,0.0,0.0,0.4651083015,0.48875,0.54125,0.595
716,603209,兴通股份,9,2.0,7.0,0.0,0.0,0.0,0.830735008523,1.1672,1.2845,1.463555555556
717,301031,中熔电气,9,6.0,3.0,0.0,0.0,0.0,2.771598214594,4.495,5.9025,7.55
718,301236,软通动力,9,6.0,3.0,0.0,0.0,0.0,0.199106893321,0.33,0.464333333333,0.636222222222
719,688300,联瑞新材,9,6.0,3.0,0.0,0.0,0.0,1.211934055521,1.624444444444,2.211111111111,2.941428571429
720,002049,紫光国微,9,7.0,2.0,0.0,0.0,0.0,1.704301941376,2.151111111111,2.665555555556,3.20375
721,600236,桂冠电力,9,7.0,2.0,0.0,0.0,0.0,0.416067147059,0.446666666667,0.464444444444,0.492222222222
722,688582,芯动联科,9,7.0,2.0,0.0,0.0,0.0,0.755243574799,1.028888888889,1.413333333333,1.874444444444
723,600549,厦门钨业,9,7.0,2.0,0.0,0.0,0.0,1.45464527092,3.045555555556,3.653888888889,4.354285714286
724,300782,卓胜微,9,4.0,3.0,2.0,0.0,0.0,-0.509366261187,-0.4975,0.1025,0.49375
725,920403,康农种业,9,4.0,5.0,0.0,0.0,0.0,0.694749165093,1.0225,1.2225,1.426666666667
726,002035,华帝股份,9,5.0,4.0,0.0,0.0,0.0,0.355080985545,0.422222222222,0.464444444444,0.515
727,601991,大唐发电,9,7.0,2.0,0.0,0.0,0.0,0.399112311094,0.355555555556,0.383333333333,0.417777777778
728,300483,首华燃气,9,7.0,2.0,0.0,0.0,0.0,0.43966638227,1.333333333333,1.958888888889,2.433333333333
729,603600,永艺股份,9,5.0,4.0,0.0,0.0,0.0,0.704457018555,1.024,1.254,1.511
730,600596,新安股份,9,4.0,5.0,0.0,0.0,0.0,0.108814200727,0.49,0.733333333333,0.92125
731,300638,广和通,9,7.0,2.0,0.0,0.0,0.0,0.385915514111,0.483444444444,0.682111111111,0.886375
732,600089,特变电工,9,6.0,3.0,0.0,0.0,0.0,1.178416662585,1.431111111111,1.794444444444,2.362857142857
733,002283,天润工业,9,4.0,5.0,0.0,0.0,0.0,0.322797355786,0.426666666667,0.53,0.67
734,920418,苏轴股份,9,7.0,2.0,0.0,0.0,0.0,0.927598099078,1.007777777778,1.197777777778,1.401111111111
