序号,代码,名称,研报数,机构投资评级(近六个月)-买入,机构投资评级(近六个月)-增持,机构投资评级(近六个月)-中性,机构投资评级(近六个月)-减持,机构投资评级(近六个月)-卖出,2025预测每股收益,2026预测每股收益,2027预测每股收益,2028预测每股收益
1216,603707,健友股份,5,3.0,2.0,0.0,0.0,0.0,0.359939211278,0.425,0.523333333333,0.668333333333
1217,300674,宇信科技,5,4.0,1.0,0.0,0.0,0.0,0.613364483597,0.716666666667,0.841666666667,0.988
1218,000636,风华高科,5,3.0,2.0,0.0,0.0,0.0,0.246901161307,0.655,0.95,1.1
1219,301015,百洋医药,5,4.0,1.0,0.0,0.0,0.0,0.903088435882,1.178333333333,1.32,1.398
1220,301548,崇德科技,5,3.0,2.0,0.0,0.0,0.0,1.546463692184,2.074,2.814,3.576
1221,300850,新强联,5,1.0,4.0,0.0,0.0,0.0,1.975820226186,2.596,3.228,3.744
1222,920699,海达尔,5,0.0,5.0,0.0,0.0,0.0,0.992728869728,1.078,1.494,2.202
1223,000510,新金路,5,3.0,2.0,0.0,0.0,0.0,-0.355180538266,-0.045,0.585,0.875
1224,002051,中工国际,5,4.0,1.0,0.0,0.0,0.0,0.256197815544,0.255,0.2825,0.305
1225,600316,洪都航空,5,3.0,2.0,0.0,0.0,0.0,0.055444201218,0.2194,0.4182,0.7215
1226,603556,海兴电力,5,3.0,2.0,0.0,0.0,0.0,1.499383141884,1.6016,1.9738,2.36375
1227,300339,润和软件,5,2.0,3.0,0.0,0.0,0.0,0.121761620018,0.258,0.33,0.424
1228,000519,中兵红箭,5,4.0,1.0,0.0,0.0,0.0,0.029942030247,0.335,0.485,0.6425
1229,002364,中恒电气,5,2.0,3.0,0.0,0.0,0.0,0.224241374322,0.435,0.671666666667,0.924
1230,688385,复旦微电,5,4.0,1.0,0.0,0.0,0.0,0.282059166445,4.74,4.935,6.5275
1231,603018,华设集团,5,2.0,3.0,0.0,0.0,0.0,0.334823795415,0.396,0.43,0.4325
1232,688631,莱斯信息,5,1.0,4.0,0.0,0.0,0.0,0.338053908974,0.654,0.978,1.252
1233,601595,上海电影,5,3.0,1.0,1.0,0.0,0.0,0.251889392637,0.225,0.348333333333,0.42
1234,603355,莱克电气,5,4.0,1.0,0.0,0.0,0.0,1.394040072475,1.464,1.778,1.978
1235,601369,陕鼓动力,5,4.0,1.0,0.0,0.0,0.0,0.433983032828,0.5242,0.5938,0.61
1236,920879,基康技术,5,2.0,3.0,0.0,0.0,0.0,0.411271667438,0.536,0.624,0.724
1237,601677,明泰铝业,5,3.0,2.0,0.0,0.0,0.0,1.576428440983,2.016,2.184,2.382
1238,688160,步科股份,5,4.0,1.0,0.0,0.0,0.0,0.794615074267,1.11,1.56,1.9675
1239,002772,众兴菌业,5,3.0,2.0,0.0,0.0,0.0,0.893849825021,1.082,1.162,1.26
1240,920026,卓兆点胶,5,2.0,3.0,0.0,0.0,0.0,0.449993178464,0.528,0.656,0.792
1241,600131,国网信通,5,4.0,1.0,0.0,0.0,0.0,0.549177724917,0.688,0.804,0.9475
1242,603901,永创智能,5,1.0,4.0,0.0,0.0,0.0,0.237977236258,0.472,0.57,0.695
1243,600380,健康元,5,3.0,2.0,0.0,0.0,0.0,0.730025558984,0.776,0.826,0.89
1244,002284,亚太股份,5,2.0,3.0,0.0,0.0,0.0,0.663143763788,0.872,1.05,1.252
1245,920808,曙光数创,5,2.0,3.0,0.0,0.0,0.0,0.184488325828,0.33,0.534,0.7575
1246,920914,远航精密,5,3.0,2.0,0.0,0.0,0.0,0.536524809245,0.716,1.04,1.0275
1247,600497,驰宏锌锗,5,3.0,2.0,0.0,0.0,0.0,0.205405945857,0.446,0.516,0.59
1248,600927,永安期货,5,1.0,4.0,0.0,0.0,0.0,0.449379923152,0.492,0.544,0.59
1249,688518,联赢激光,5,2.0,3.0,0.0,0.0,0.0,0.49004554063,1.045,1.48,1.956666666667
1250,603998,方盛制药,5,4.0,1.0,0.0,0.0,0.0,0.697791083206,0.83,1.0,1.203333333333
1251,600548,深高速,5,0.0,5.0,0.0,0.0,0.0,0.452882931161,0.59,0.6,0.632
1252,300017,网宿科技,5,3.0,2.0,0.0,0.0,0.0,0.32036385816,0.348,0.436,0.5625
1253,300622,博士眼镜,5,4.0,1.0,0.0,0.0,0.0,0.465855479099,0.58,0.666,0.778
1254,301188,力诺药包,5,5.0,0.0,0.0,0.0,0.0,0.148242996122,0.478333333333,0.623333333333,0.776
1255,600909,华安证券,5,2.0,3.0,0.0,0.0,0.0,0.419634895438,0.85,0.7625,0.956666666667
1256,301396,宏景科技,5,3.0,2.0,0.0,0.0,0.0,0.12305590159,3.108,6.464,13.926666666667
1257,002747,埃斯顿,5,2.0,3.0,0.0,0.0,0.0,0.046426941412,0.242,0.308,0.408
1258,301511,德福科技,5,4.0,1.0,0.0,0.0,0.0,0.178515936791,1.272,3.246,5.324
1259,688108,赛诺医疗,5,5.0,0.0,0.0,0.0,0.0,0.113138159382,0.202,0.27,0.372
1260,600515,海南机场,5,0.0,5.0,0.0,0.0,0.0,0.019129844717,0.016,0.02,0.024
1261,002041,登海种业,5,2.0,3.0,0.0,0.0,0.0,0.10415153617,0.17,0.21,0.23
1262,603566,普莱柯,5,1.0,4.0,0.0,0.0,0.0,0.534567278069,0.528,0.62,0.695
1263,601083,锦江航运,5,2.0,3.0,0.0,0.0,0.0,1.159333928546,1.094,1.092,1.108
1264,002301,齐心集团,5,3.0,2.0,0.0,0.0,0.0,0.111403152015,0.218,0.264,0.3
1265,300218,安利股份,5,3.0,2.0,0.0,0.0,0.0,0.60533363183,0.636,0.81,0.96
1266,688236,春立医疗,5,4.0,1.0,0.0,0.0,0.0,0.710544133812,0.858,1.048,1.258
1267,001389,广合科技,5,4.0,1.0,0.0,0.0,0.0,2.148866821313,4.441666666667,7.675,11.665
1268,603518,锦泓集团,5,2.0,3.0,0.0,0.0,0.0,0.655593443529,0.906,1.032,1.2225
1269,002985,北摩高科,5,3.0,2.0,0.0,0.0,0.0,0.602780798521,0.774,0.99,1.266
1270,002019,亿帆医药,5,4.0,1.0,0.0,0.0,0.0,0.330503502591,0.372,0.462,0.544
1271,000682,东方电子,5,5.0,0.0,0.0,0.0,0.0,0.680222316056,0.772,0.904,1.032
1272,920125,鸿仕达,5,3.0,2.0,0.0,0.0,0.0,1.242011487892,2.6,6.488,9.28
1273,600109,国金证券,5,3.0,2.0,0.0,0.0,0.0,0.618172406065,0.686,0.758,0.8525
1274,600905,三峡能源,5,4.0,1.0,0.0,0.0,0.0,0.129930113204,0.136,0.152,0.17
1275,600556,天下秀,5,3.0,2.0,0.0,0.0,0.0,0.017074470143,0.042,0.068,0.088
1276,002387,维信诺,5,0.0,4.0,1.0,0.0,0.0,-1.710308391552,-1.404,-1.214,-1.08
1277,688068,热景生物,5,3.0,2.0,0.0,0.0,0.0,-2.329224041874,-1.118,-0.42,0.236
1278,920119,美德乐,5,3.0,2.0,0.0,0.0,0.0,2.68723256562,3.45,4.352,4.9725
1279,605189,富春染织,5,5.0,0.0,0.0,0.0,0.0,0.322051411443,1.236,1.174,1.318
1280,603215,比依股份,5,3.0,2.0,0.0,0.0,0.0,0.379661931575,0.656,0.864,1.062
1281,300672,国科微,5,4.0,1.0,0.0,0.0,0.0,-1.074535246843,1.918,2.878,
1282,688433,华曙高科,5,2.0,3.0,0.0,0.0,0.0,0.166047045102,0.312,0.572,0.7675
1283,605166,聚合顺,5,4.0,1.0,0.0,0.0,0.0,0.460211885958,0.614,0.834,1.0175
1284,002990,盛视科技,5,4.0,1.0,0.0,0.0,0.0,0.325811959229,1.46,2.38,3.316
1285,688400,凌云光,5,4.0,1.0,0.0,0.0,0.0,0.339152545726,0.876,0.788,1.024
1286,688205,德科立,5,3.0,2.0,0.0,0.0,0.0,0.449365980955,1.28,2.242,3.372
1287,603115,海星股份,5,5.0,0.0,0.0,0.0,0.0,0.843207633086,1.3684,2.8362,4.4502
1288,002318,久立特材,5,3.0,2.0,0.0,0.0,0.0,1.54463586107,1.18,1.4325,1.7175
1289,300729,乐歌股份,5,3.0,2.0,0.0,0.0,0.0,0.759542111879,0.6586,0.8672,1.084
1290,002254,泰和新材,5,2.0,3.0,0.0,0.0,0.0,0.04869468298,0.17,0.25,0.3025
1291,688136,科兴制药,5,3.0,2.0,0.0,0.0,0.0,0.770194581627,0.85,1.068,1.18
1292,688226,威腾电气,5,3.0,1.0,1.0,0.0,0.0,0.155147809625,0.7,1.375,2.225
1293,688232,新点软件,5,2.0,3.0,0.0,0.0,0.0,0.112238571833,0.374,0.49,0.585
1294,688372,伟测科技,5,4.0,1.0,0.0,0.0,0.0,1.794111606374,2.57,3.78,5.282
1295,688231,隆达股份,5,4.0,1.0,0.0,0.0,0.0,0.231649481015,0.566,0.89,1.306
1296,688279,峰岹科技,5,5.0,0.0,0.0,0.0,0.0,1.901900428167,3.334,4.848,6.432
1297,920694,中裕科技,5,2.0,3.0,0.0,0.0,0.0,0.683506819607,1.026,1.254,1.518
1298,301179,泽宇智能,5,4.0,1.0,0.0,0.0,0.0,0.369573495668,0.62,0.814,1.0275
1299,300170,汉得信息,5,4.0,1.0,0.0,0.0,0.0,0.217795550867,0.284,0.35,0.432
1300,688621,阳光诺和,5,4.0,1.0,0.0,0.0,0.0,1.820243897054,2.096,2.406,2.74
1301,603112,华翔股份,5,5.0,0.0,0.0,0.0,0.0,1.033160643811,1.28,1.538,1.732
1302,688583,思看科技,5,3.0,2.0,0.0,0.0,0.0,0.774843514059,1.384,2.192,2.925
1303,920493,并行科技,5,4.0,1.0,0.0,0.0,0.0,0.201676652231,0.758,1.302,2.0625
1304,920571,国航远洋,5,2.0,3.0,0.0,0.0,0.0,0.049897430148,0.318,0.378,0.424
1305,002250,联化科技,5,3.0,2.0,0.0,0.0,0.0,0.402216984129,0.694,0.886,1.1575
1306,300969,恒帅股份,5,1.0,4.0,0.0,0.0,0.0,1.015447348979,1.294,1.586,1.9
1307,920809,安达科技,5,1.0,4.0,0.0,0.0,0.0,-0.428692372306,0.432,0.76,1.1025
1308,600580,卧龙电驱,5,3.0,2.0,0.0,0.0,0.0,0.720915950945,0.792,0.892,0.988
1309,603867,新化股份,5,3.0,2.0,0.0,0.0,0.0,1.197501105665,1.512,1.826,2.148
1310,688085,三友医疗,5,3.0,2.0,0.0,0.0,0.0,0.172024721422,0.286,0.428,0.586
1311,600827,百联股份,5,2.0,3.0,0.0,0.0,0.0,0.353710146363,0.472,0.338,0.345
1312,300738,奥飞数据,5,4.0,1.0,0.0,0.0,0.0,0.13432778063,0.396,0.528,0.612
1313,301536,星宸科技,5,5.0,0.0,0.0,0.0,0.0,0.731222820972,2.036,2.492,2.97
1314,605056,咸亨国际,5,2.0,3.0,0.0,0.0,0.0,0.634092995121,0.74,0.862,0.9725
1315,002103,广博股份,5,4.0,1.0,0.0,0.0,0.0,0.308003181999,0.3625,0.4325,0.466666666667
1316,688328,深科达,5,4.0,1.0,0.0,0.0,0.0,0.258516122403,1.228,2.622,4.4025
1317,688305,科德数控,5,3.0,2.0,0.0,0.0,0.0,0.668421068454,0.906,1.1678,1.40175
1318,002153,石基信息,5,2.0,3.0,0.0,0.0,0.0,-0.060862858132,0.02,0.044,0.0775
1319,603530,神马电力,5,4.0,1.0,0.0,0.0,0.0,1.000632705518,1.378,1.84,2.384
1320,603163,圣晖集成,5,4.0,1.0,0.0,0.0,0.0,1.5454614311,2.156,3.188,4.09
1321,920029,开发科技,5,1.0,4.0,0.0,0.0,0.0,3.414620077488,3.466,4.16,4.485
1322,688383,新益昌,5,4.0,1.0,0.0,0.0,0.0,-1.251354644184,1.212,2.158,3.2425
1323,603236,移远通信,5,4.0,1.0,0.0,0.0,0.0,2.064980323445,3.246,4.168,5.3075
1324,301175,中科环保,5,4.0,1.0,0.0,0.0,0.0,0.259372174294,0.32,0.376,0.436
1325,600023,浙能电力,5,4.0,1.0,0.0,0.0,0.0,0.561428272292,0.4208,0.4826,0.552
1326,601702,华峰铝业,5,4.0,1.0,0.0,0.0,0.0,1.203628619944,1.446,1.702,2.0225
1327,601066,中信建投,5,4.0,1.0,0.0,0.0,0.0,1.216938924181,1.608,1.664,1.776
1328,688005,容百科技,5,3.0,1.0,1.0,0.0,0.0,-0.262297721625,0.54,1.098,1.51
1329,603992,松霖科技,5,4.0,1.0,0.0,0.0,0.0,0.46364053978,0.8775,1.1525,1.393333333333
1330,688297,中无人机,5,4.0,1.0,0.0,0.0,0.0,0.131222031348,0.202,0.324,0.476
1331,002438,江苏神通,5,2.0,3.0,0.0,0.0,0.0,0.562340875997,0.674,0.788,0.93
1332,002159,三特索道,5,4.0,1.0,0.0,0.0,0.0,0.808489160981,0.97,1.128,1.328
1333,688726,拉普拉斯,5,2.0,2.0,1.0,0.0,0.0,1.536701282038,1.6574,1.9296,2.1748
1334,002332,仙琚制药,4,3.0,1.0,0.0,0.0,0.0,0.454547294322,0.48,0.5525,0.643333333333
1335,688722,同益中,4,4.0,0.0,0.0,0.0,0.0,0.488495293639,0.69,0.8875,1.1075
1336,300762,上海瀚讯,4,2.0,2.0,0.0,0.0,0.0,-0.187482174816,0.0225,0.23,0.43
1337,002044,美年健康,4,2.0,2.0,0.0,0.0,0.0,0.072894356545,0.1075,0.1325,0.16
1338,002166,莱茵生物,4,4.0,0.0,0.0,0.0,0.0,0.192991906137,0.2625,0.3425,0.4225
1339,600720,中交设计,4,3.0,1.0,0.0,0.0,0.0,0.634128690744,0.6125,0.63,0.65
1340,600125,铁龙物流,4,3.0,1.0,0.0,0.0,0.0,0.402177833138,0.4975,0.57,0.563333333333
1341,600339,中油工程,4,1.0,3.0,0.0,0.0,0.0,0.063805900836,0.116666666667,0.13,0.143333333333
1342,600755,厦门国贸,4,3.0,1.0,0.0,0.0,0.0,0.238752366043,0.415,0.595,0.72
1343,002755,奥赛康,4,3.0,1.0,0.0,0.0,0.0,0.25491392726,0.415,0.57,0.843333333333
1344,000537,绿发电力,4,3.0,1.0,0.0,0.0,0.0,0.389503332621,0.31,0.42,0.5075
1345,600588,用友网络,4,3.0,1.0,0.0,0.0,0.0,-0.406562386714,-0.0225,0.0775,0.116666666667
1346,301235,华康洁净,4,4.0,0.0,0.0,0.0,0.0,0.846293192283,1.93,2.816,3.692
1347,001238,浙江正特,4,2.0,1.0,1.0,0.0,0.0,0.233444061928,0.8225,1.1925,1.4
1348,603489,八方股份,4,1.0,3.0,0.0,0.0,0.0,0.438241446577,0.763333333333,0.966666666667,1.275
1349,920689,克莱特,4,1.0,3.0,0.0,0.0,0.0,0.75059012752,0.8325,0.9675,1.1375
1350,002488,金固股份,4,3.0,1.0,0.0,0.0,0.0,0.041754325866,0.21,0.6025,0.975
1351,300616,尚品宅配,4,2.0,2.0,0.0,0.0,0.0,-1.106416794252,0.065,0.41,0.83
1352,688261,东微半导,4,2.0,2.0,0.0,0.0,0.0,0.376780454016,1.1625,1.8825,2.676666666667
1353,300260,新莱应材,4,2.0,2.0,0.0,0.0,0.0,0.429278921968,0.5825,0.85175,1.20325
1354,688719,爱科赛博,4,2.0,2.0,0.0,0.0,0.0,-0.38945177518,0.645,1.1625,1.72
1355,301086,鸿富瀚,4,3.0,1.0,0.0,0.0,0.0,0.806138862997,4.2925,8.8475,12.805
1356,300908,仲景食品,4,2.0,2.0,0.0,0.0,0.0,1.313684542808,1.375,1.46,1.55
1357,300573,兴齐眼药,4,3.0,1.0,0.0,0.0,0.0,1.960610730783,3.305,4.375,5.795
1358,600105,永鼎股份,4,2.0,2.0,0.0,0.0,0.0,0.159809499808,0.77,1.935,2.47
1359,920106,林泰新材,4,2.0,2.0,0.0,0.0,0.0,2.494916707219,2.615,3.39,4.46
1360,300938,信测标准,4,3.0,1.0,0.0,0.0,0.0,0.57604560529,0.9725,1.14,1.325
1361,002478,常宝股份,4,1.0,3.0,0.0,0.0,0.0,0.535381314429,0.5,0.62,0.736666666667
1362,920371,欧福蛋业,4,0.0,4.0,0.0,0.0,0.0,0.42125074998,0.3025,0.41,0.4875
1363,000875,电投绿能,4,1.0,3.0,0.0,0.0,0.0,0.141932361738,0.145,0.16,0.1825
1364,301525,儒竞科技,4,2.0,2.0,0.0,0.0,0.0,0.950010699089,1.955,2.66,3.275
1365,688720,艾森股份,4,3.0,1.0,0.0,0.0,0.0,0.417797376736,0.9025,1.4275,2.17
1366,688362,甬矽电子,4,3.0,1.0,0.0,0.0,0.0,0.180327304812,0.4775,0.74,1.0775
1367,000733,振华科技,4,3.0,1.0,0.0,0.0,0.0,1.850367007757,1.825,2.0925,2.315
1368,601333,广深铁路,4,1.0,2.0,1.0,0.0,0.0,0.201282073913,0.2,0.21,0.2175
1369,600446,金证股份,4,2.0,2.0,0.0,0.0,0.0,-0.17885871867,0.068,0.136,0.208
1370,001206,依依股份,4,2.0,2.0,0.0,0.0,0.0,0.989861707105,1.08,1.3,1.51
1371,600480,凌云股份,4,2.0,2.0,0.0,0.0,0.0,0.683240263468,0.6425,0.7225,0.806666666667
1372,600189,泉阳泉,4,4.0,0.0,0.0,0.0,0.0,0.021083363046,0.0875,0.2125,0.33
1373,688668,鼎通科技,4,3.0,1.0,0.0,0.0,0.0,1.727033056925,4.81,10.646666666667,14.383333333333
1374,002998,优彩资源,4,3.0,1.0,0.0,0.0,0.0,0.146713466225,0.4775,0.665,0.8125
1375,300867,圣元环保,4,2.0,2.0,0.0,0.0,0.0,0.913461985518,1.48,1.76,2.0725
1376,688488,艾迪药业,4,4.0,0.0,0.0,0.0,0.0,-0.046418971566,0.11,0.25,0.41
1377,000848,承德露露,4,3.0,1.0,0.0,0.0,0.0,0.614808089504,0.69,0.7275,0.7925
1378,600170,上海建工,4,2.0,2.0,0.0,0.0,0.0,0.139224380501,0.1375,0.1375,0.145
1379,603995,甬金股份,4,2.0,2.0,0.0,0.0,0.0,1.50901591502,1.99,2.236666666667,2.526666666667
1380,002807,江阴银行,4,3.0,1.0,0.0,0.0,0.0,0.75694800626,0.81,0.83,0.8525
1381,920262,太湖雪,4,0.0,4.0,0.0,0.0,0.0,0.466146684649,0.6675,0.855,1.095
1382,920971,天马新材,4,1.0,2.0,1.0,0.0,0.0,0.367076140215,0.3975,0.5375,0.715
1383,601512,中新集团,4,3.0,1.0,0.0,0.0,0.0,0.704526507909,0.725,0.7625,0.8025
1384,300861,美畅股份,4,2.0,2.0,0.0,0.0,0.0,0.363021558244,0.73,0.6965,0.7775
1385,301177,迪阿股份,4,1.0,2.0,1.0,0.0,0.0,0.347523749287,0.4375,0.585,0.773333333333
1386,920371,欧福蛋业,4,0.0,4.0,0.0,0.0,0.0,0.42125074998,0.3025,0.41,0.4875
1387,603466,风语筑,4,3.0,1.0,0.0,0.0,0.0,-0.030891033579,0.2425,0.2825,0.345
1388,003013,地铁设计,4,4.0,0.0,0.0,0.0,0.0,1.014714936149,1.04,1.1375,1.2175
1389,300762,上海瀚讯,4,2.0,2.0,0.0,0.0,0.0,-0.187482174816,0.0225,0.23,0.43
1390,600588,用友网络,4,3.0,1.0,0.0,0.0,0.0,-0.406562386714,-0.0225,0.0775,0.116666666667
1391,000537,绿发电力,4,3.0,1.0,0.0,0.0,0.0,0.389503332621,0.31,0.42,0.5075
1392,001238,浙江正特,4,2.0,1.0,1.0,0.0,0.0,0.233444061928,0.8225,1.1925,1.4
1393,603489,八方股份,4,1.0,3.0,0.0,0.0,0.0,0.438241446577,0.763333333333,0.966666666667,1.275
1394,920689,克莱特,4,1.0,3.0,0.0,0.0,0.0,0.75059012752,0.8325,0.9675,1.1375
1395,002488,金固股份,4,3.0,1.0,0.0,0.0,0.0,0.041754325866,0.21,0.6025,0.975
1396,300616,尚品宅配,4,2.0,2.0,0.0,0.0,0.0,-1.106416794252,0.065,0.41,0.83
1397,688261,东微半导,4,2.0,2.0,0.0,0.0,0.0,0.376780454016,1.1625,1.8825,2.676666666667
1398,300260,新莱应材,4,2.0,2.0,0.0,0.0,0.0,0.429278921968,0.5825,0.85175,1.20325
1399,301235,华康洁净,4,4.0,0.0,0.0,0.0,0.0,0.846293192283,1.93,2.816,3.692
1400,301086,鸿富瀚,4,3.0,1.0,0.0,0.0,0.0,0.806138862997,4.2925,8.8475,12.805
1401,300908,仲景食品,4,2.0,2.0,0.0,0.0,0.0,1.313684542808,1.375,1.46,1.55
1402,688719,爱科赛博,4,2.0,2.0,0.0,0.0,0.0,-0.38945177518,0.645,1.1625,1.72
1403,301177,迪阿股份,4,1.0,2.0,1.0,0.0,0.0,0.347523749287,0.4375,0.585,0.773333333333
1404,603466,风语筑,4,3.0,1.0,0.0,0.0,0.0,-0.030891033579,0.2425,0.2825,0.345
1405,003013,地铁设计,4,4.0,0.0,0.0,0.0,0.0,1.014714936149,1.04,1.1375,1.2175
1406,301362,民爆光电,4,1.0,3.0,0.0,0.0,0.0,1.26390541139,2.2525,4.285,6.436666666667
1407,300703,创源股份,4,4.0,0.0,0.0,0.0,0.0,0.336667328522,0.6115,0.8445,0.853
1408,603239,浙江仙通,4,2.0,2.0,0.0,0.0,0.0,0.819684522089,1.015,1.235,1.445
1409,600114,东睦股份,4,3.0,1.0,0.0,0.0,0.0,0.80263484461,0.9,1.17,1.393333333333
1410,000630,铜陵有色,4,2.0,2.0,0.0,0.0,0.0,0.180097113388,0.443333333333,0.7,0.85
1411,688798,艾为电子,4,2.0,2.0,0.0,0.0,0.0,1.359804916549,1.646666666667,2.093333333333,2.49
1412,002044,美年健康,4,2.0,2.0,0.0,0.0,0.0,0.072894356545,0.1075,0.1325,0.16
1413,002166,莱茵生物,4,4.0,0.0,0.0,0.0,0.0,0.192991906137,0.2625,0.3425,0.4225
1414,688722,同益中,4,4.0,0.0,0.0,0.0,0.0,0.488495293639,0.69,0.8875,1.1075
1415,920971,天马新材,4,1.0,2.0,1.0,0.0,0.0,0.367076140215,0.3975,0.5375,0.715
1416,301362,民爆光电,4,1.0,3.0,0.0,0.0,0.0,1.26390541139,2.2525,4.285,6.436666666667
1417,300703,创源股份,4,4.0,0.0,0.0,0.0,0.0,0.336667328522,0.6115,0.8445,0.853
1418,603239,浙江仙通,4,2.0,2.0,0.0,0.0,0.0,0.819684522089,1.015,1.235,1.445
1419,600114,东睦股份,4,3.0,1.0,0.0,0.0,0.0,0.80263484461,0.9,1.17,1.393333333333
1420,000630,铜陵有色,4,2.0,2.0,0.0,0.0,0.0,0.180097113388,0.443333333333,0.7,0.85
1421,000848,承德露露,4,3.0,1.0,0.0,0.0,0.0,0.614808089504,0.69,0.7275,0.7925
1422,600170,上海建工,4,2.0,2.0,0.0,0.0,0.0,0.139224380501,0.1375,0.1375,0.145
1423,603995,甬金股份,4,2.0,2.0,0.0,0.0,0.0,1.50901591502,1.99,2.236666666667,2.526666666667
1424,002807,江阴银行,4,3.0,1.0,0.0,0.0,0.0,0.75694800626,0.81,0.83,0.8525
1425,920262,太湖雪,4,0.0,4.0,0.0,0.0,0.0,0.466146684649,0.6675,0.855,1.095
1426,601512,中新集团,4,3.0,1.0,0.0,0.0,0.0,0.704526507909,0.725,0.7625,0.8025
1427,600125,铁龙物流,4,3.0,1.0,0.0,0.0,0.0,0.402177833138,0.4975,0.57,0.563333333333
1428,300861,美畅股份,4,2.0,2.0,0.0,0.0,0.0,0.363021558244,0.73,0.6965,0.7775
1429,002478,常宝股份,4,1.0,3.0,0.0,0.0,0.0,0.535381314429,0.5,0.62,0.736666666667
1430,300938,信测标准,4,3.0,1.0,0.0,0.0,0.0,0.57604560529,0.9725,1.14,1.325
1431,300573,兴齐眼药,4,3.0,1.0,0.0,0.0,0.0,1.960610730783,3.305,4.375,5.795
1432,600105,永鼎股份,4,2.0,2.0,0.0,0.0,0.0,0.159809499808,0.77,1.935,2.47
1433,002332,仙琚制药,4,3.0,1.0,0.0,0.0,0.0,0.454547294322,0.48,0.5525,0.643333333333
1434,002755,奥赛康,4,3.0,1.0,0.0,0.0,0.0,0.25491392726,0.415,0.57,0.843333333333
1435,600720,中交设计,4,3.0,1.0,0.0,0.0,0.0,0.634128690744,0.6125,0.63,0.65
1436,600755,厦门国贸,4,3.0,1.0,0.0,0.0,0.0,0.238752366043,0.415,0.595,0.72
1437,600339,中油工程,4,1.0,3.0,0.0,0.0,0.0,0.063805900836,0.116666666667,0.13,0.143333333333
1438,600711,盛屯矿业,4,3.0,1.0,0.0,0.0,0.0,0.634638397881,1.13,1.475,1.8725
1439,300755,华致酒行,4,3.0,1.0,0.0,0.0,0.0,-0.884809004425,-0.0025,0.1675,0.2725
1440,002533,金杯电工,4,2.0,2.0,0.0,0.0,0.0,0.817387227423,0.9245,1.052,1.215
1441,688267,中触媒,4,4.0,0.0,0.0,0.0,0.0,0.897918052793,1.4225,1.725,1.936666666667
1442,920123,芭薇股份,4,1.0,3.0,0.0,0.0,0.0,0.346590862829,0.41,0.49,0.575
1443,002452,长高电气,4,3.0,1.0,0.0,0.0,0.0,0.552335482373,0.8975,0.783,0.96
1444,920663,明阳科技,4,2.0,2.0,0.0,0.0,0.0,0.639190775299,0.7325,0.8775,1.07
1445,002039,黔源电力,4,4.0,0.0,0.0,0.0,0.0,1.403619122421,1.4075,1.4975,1.545
1446,603306,华懋科技,4,4.0,0.0,0.0,0.0,0.0,0.660903341751,1.1875,2.055,2.8425
1447,000553,安道麦A,4,3.0,1.0,0.0,0.0,0.0,-0.448842698479,0.2325,0.28,0.34
1448,300731,科创新源,4,3.0,1.0,0.0,0.0,0.0,0.200861558616,0.8345,1.92175,3.2555
1449,920346,威贸电子,4,2.0,2.0,0.0,0.0,0.0,0.60096767151,0.6575,0.7575,0.8675
1450,000589,贵州轮胎,4,3.0,1.0,0.0,0.0,0.0,0.398881904796,0.48775,0.5975,0.682
1451,603587,地素时尚,4,2.0,2.0,0.0,0.0,0.0,0.55092504443,0.634,0.7,0.766
1452,300785,值得买,4,2.0,2.0,0.0,0.0,0.0,0.43507297884,0.5625,0.7925,1.045
1453,920273,一致魔芋,4,0.0,4.0,0.0,0.0,0.0,0.647573420069,0.715,0.9125,1.15
1454,002787,华源控股,4,3.0,1.0,0.0,0.0,0.0,0.34138651026,0.5125,0.6625,0.93
1455,920118,太湖远大,4,2.0,2.0,0.0,0.0,0.0,0.497457895032,1.3,1.625,1.9875
1456,300236,上海新阳,4,2.0,2.0,0.0,0.0,0.0,0.959445024618,1.385,1.995,2.48
1457,300346,南大光电,4,1.0,3.0,0.0,0.0,0.0,0.462637966433,0.6425,0.785,0.9425
1458,301607,富特科技,4,4.0,0.0,0.0,0.0,0.0,0.91830636658,2.17,2.99,3.965
1459,603755,日辰股份,4,2.0,2.0,0.0,0.0,0.0,0.853942369619,0.885,1.03,1.2
1460,605183,确成股份,4,3.0,1.0,0.0,0.0,0.0,1.197038368096,1.4425,1.66,1.8725
1461,603969,银龙股份,4,3.0,1.0,0.0,0.0,0.0,0.419548717663,0.6225,0.7825,0.9375
1462,300503,昊志机电,4,3.0,1.0,0.0,0.0,0.0,0.383834136657,1.3175,2.0,2.6175
1463,300458,全志科技,4,2.0,1.0,1.0,0.0,0.0,0.263811185071,0.7175,0.8975,1.1275
1464,000507,珠海港,4,0.0,4.0,0.0,0.0,0.0,0.262246050847,0.2725,0.2925,0.3125
1465,300984,金沃股份,4,2.0,2.0,0.0,0.0,0.0,0.250445144711,0.654,1.064,1.27
1466,300945,曼卡龙,4,2.0,2.0,0.0,0.0,0.0,0.437192055039,0.59,0.715,0.8
1467,600095,湘财股份,4,1.0,3.0,0.0,0.0,0.0,0.162327813326,0.25,0.27,0.278
1468,002222,福晶科技,4,3.0,1.0,0.0,0.0,0.0,0.592396522105,0.905,1.255,1.67
1469,601611,中国核建,4,3.0,1.0,0.0,0.0,0.0,0.437664165128,0.48,0.5175,0.56
