序号,代码,名称,研报数,机构投资评级(近六个月)-买入,机构投资评级(近六个月)-增持,机构投资评级(近六个月)-中性,机构投资评级(近六个月)-减持,机构投资评级(近六个月)-卖出,2025预测每股收益,2026预测每股收益,2027预测每股收益,2028预测每股收益
660,301338,凯格精机,10,4.0,6.0,0.0,0.0,0.0,1.253526694952,2.918,4.429,5.713333333333
661,600741,华域汽车,10,8.0,2.0,0.0,0.0,0.0,2.286044758814,2.37,2.573,2.754444444444
662,300570,太辰光,10,6.0,4.0,0.0,0.0,0.0,1.31628467261,2.3027,3.912,5.5275
663,688795,摩尔线程,10,5.0,5.0,0.0,0.0,0.0,-2.12920514855,-0.347909090909,1.044727272727,3.397636363636
664,603515,欧普照明,10,6.0,4.0,0.0,0.0,0.0,1.240094059511,1.221818181818,1.312727272727,1.418
665,301095,广立微,10,7.0,3.0,0.0,0.0,0.0,0.442817469066,0.737,1.1262,1.699111111111
666,000672,上峰材料,10,7.0,3.0,0.0,0.0,0.0,0.657775284472,1.6493,1.0025,1.003857142857
667,000830,鲁西化工,10,7.0,3.0,0.0,0.0,0.0,0.476132397751,0.993,1.195,1.3425
668,300699,光威复材,10,8.0,2.0,0.0,0.0,0.0,0.725809346763,0.898,1.05,1.198
669,300483,首华燃气,10,8.0,2.0,0.0,0.0,0.0,0.43966638227,1.478,2.025,2.491
670,300638,广和通,10,8.0,2.0,0.0,0.0,0.0,0.385915514111,0.4751,0.6679,0.871222222222
671,601600,中国铝业,10,6.0,4.0,0.0,0.0,0.0,0.738789809579,1.3072,1.3704,1.356
672,300207,欣旺达,10,6.0,4.0,0.0,0.0,0.0,0.572263060052,1.162222222222,1.723333333333,2.34875
673,600377,宁沪高速,10,3.0,7.0,0.0,0.0,0.0,0.911889808949,0.959,0.988,1.023333333333
674,600057,厦门象屿,10,7.0,3.0,0.0,0.0,0.0,0.455437493158,0.703,0.818,0.912222222222
675,688578,艾力斯,10,9.0,1.0,0.0,0.0,0.0,4.864677682756,6.357,7.342,8.343
676,600054,黄山旅游,10,6.0,4.0,0.0,0.0,0.0,0.400999688996,0.457,0.522,0.583
677,688127,蓝特光学,9,6.0,3.0,0.0,0.0,0.0,0.957928380131,1.543333333333,2.122222222222,2.94375
678,301165,锐捷网络,9,6.0,3.0,0.0,0.0,0.0,0.625293921558,1.6575,2.7825,4.024285714286
679,301216,万凯新材,9,8.0,1.0,0.0,0.0,0.0,0.291457187053,2.028888888889,2.316666666667,2.786666666667
680,002007,华兰生物,9,5.0,4.0,0.0,0.0,0.0,0.515093010307,0.538,0.592,0.658
681,600522,中天科技,9,7.0,2.0,0.0,0.0,0.0,0.850377114057,1.916666666667,2.414444444444,2.825714285714
682,605167,利柏特,9,8.0,1.0,0.0,0.0,0.0,0.428596548829,0.497777777778,0.726666666667,1.043333333333
683,300827,上能电气,9,6.0,3.0,0.0,0.0,0.0,0.831069315906,1.18125,1.575,1.915
684,300628,亿联网络,9,7.0,2.0,0.0,0.0,0.0,2.052703975941,2.483333333333,2.947777777778,3.48375
685,600219,南山铝业,9,5.0,4.0,0.0,0.0,0.0,0.412367833812,0.461111111111,0.557777777778,0.6375
686,688469,芯联集成,9,6.0,3.0,0.0,0.0,0.0,-0.070966862517,0.052222222222,0.092222222222,0.152222222222
687,688112,鼎阳科技,9,5.0,4.0,0.0,0.0,0.0,0.893440422893,1.218888888889,1.628888888889,2.13
688,000415,渤海租赁,9,9.0,0.0,0.0,0.0,0.0,-0.065635637989,0.745555555556,0.693333333333,0.778888888889
689,603929,亚翔集成,9,7.0,2.0,0.0,0.0,0.0,4.181502058258,7.073333333333,10.714444444444,13.267777777778
690,002536,飞龙股份,9,7.0,2.0,0.0,0.0,0.0,0.55137605473,0.811,1.225,1.663333333333
691,688506,百利天恒,9,8.0,1.0,0.0,0.0,0.0,-2.551912498171,-2.495555555556,-3.495555555556,-2.442222222222
692,601900,南方传媒,9,7.0,2.0,0.0,0.0,0.0,1.182548182138,1.281111111111,1.358888888889,1.43375
693,688003,天准科技,9,5.0,4.0,0.0,0.0,0.0,0.390837874933,0.91,1.274444444444,1.722222222222
694,688139,海尔生物,9,5.0,4.0,0.0,0.0,0.0,0.792216126084,0.906666666667,1.037777777778,1.203333333333
695,002056,横店东磁,9,7.0,2.0,0.0,0.0,0.0,1.137988395579,1.19125,1.3825,1.628142857143
696,688002,睿创微纳,9,7.0,2.0,0.0,0.0,0.0,2.415693296507,5.292222222222,7.065555555556,9.093333333333
697,601311,骆驼股份,9,4.0,5.0,0.0,0.0,0.0,0.714178109977,0.755555555556,0.873333333333,1.0375
698,000065,北方国际,9,7.0,2.0,0.0,0.0,0.0,0.622769642057,0.774444444444,0.896666666667,0.973333333333
699,300138,晨光生物,9,6.0,3.0,0.0,0.0,0.0,0.763550009666,0.856,1.065,1.267
700,603136,天目湖,9,6.0,3.0,0.0,0.0,0.0,0.352875469331,0.41,0.45,0.496666666667
701,002960,青鸟智控,9,6.0,3.0,0.0,0.0,0.0,0.303320028766,0.426666666667,0.523333333333,0.622222222222
702,920015,锦华新材,9,3.0,6.0,0.0,0.0,0.0,1.434817711495,1.242222222222,2.104444444444,3.128888888889
703,002668,TCL智家,9,4.0,5.0,0.0,0.0,0.0,1.036223620788,1.073333333333,1.18,1.286666666667
704,688248,南网科技,9,5.0,4.0,0.0,0.0,0.0,0.745244221498,0.963333333333,1.195555555556,1.438888888889
705,688300,联瑞新材,9,6.0,3.0,0.0,0.0,0.0,1.211934055521,1.624444444444,2.211111111111,2.941428571429
706,002156,通富微电,9,5.0,4.0,0.0,0.0,0.0,0.803051280444,1.213333333333,1.396666666667,1.6825
707,600301,华锡有色,9,8.0,1.0,0.0,0.0,0.0,1.265910916581,2.039222222222,2.588555555556,2.97875
708,603228,景旺电子,9,8.0,1.0,0.0,0.0,0.0,1.229379958239,2.265555555556,4.154444444444,5.936666666667
709,603505,金石资源,9,6.0,3.0,0.0,0.0,0.0,0.387043842184,0.415333333333,0.656555555556,0.809444444444
710,300432,富临精工,9,7.0,2.0,0.0,0.0,0.0,0.250070002388,0.868222222222,1.777555555556,2.478444444444
711,300811,铂科新材,9,7.0,2.0,0.0,0.0,0.0,1.025278013029,1.658444444444,2.202555555556,2.857777777778
712,688059,华锐精密,9,6.0,3.0,0.0,0.0,0.0,1.333356315184,3.687777777778,4.320333333333,5.325125
713,301269,华大九天,9,4.0,5.0,0.0,0.0,0.0,0.111309266623,0.303111111111,0.444111111111,0.580375
714,002270,华明装备,9,6.0,3.0,0.0,0.0,0.0,0.791918345229,0.922222222222,1.106666666667,1.318571428571
715,301377,鼎泰高科,9,6.0,3.0,0.0,0.0,0.0,1.022614144849,3.248888888889,5.607777777778,8.294444444444
716,601038,一拖股份,9,5.0,4.0,0.0,0.0,0.0,0.722606571981,0.7982,0.9852,1.1519
717,300679,电连技术,9,6.0,3.0,0.0,0.0,0.0,0.634653013653,1.275,1.745,2.292857142857
718,301171,易点天下,9,8.0,1.0,0.0,0.0,0.0,0.255620207228,0.418,0.591,0.786
719,301291,明阳电气,9,7.0,2.0,0.0,0.0,0.0,1.870301527569,2.1625,2.940875,3.695428571429
720,601133,柏诚股份,9,7.0,2.0,0.0,0.0,0.0,0.389916422658,0.696666666667,0.926666666667,1.164444444444
721,688556,高测股份,9,7.0,2.0,0.0,0.0,0.0,-0.04885169676,-0.05925,0.308875,0.513857142857
722,002756,永兴材料,9,6.0,3.0,0.0,0.0,0.0,1.226972711616,3.828666666667,4.534666666667,6.232888888889
723,002158,汉钟精机,9,6.0,3.0,0.0,0.0,0.0,0.876601601242,1.132222222222,1.372222222222,1.594444444444
724,688220,翱捷科技,9,8.0,1.0,0.0,0.0,0.0,-0.93302497557,0.13375,0.85625,1.7425
725,000988,华工科技,9,8.0,1.0,0.0,0.0,0.0,1.462745643468,2.336,3.080111111111,3.786
726,603568,伟明环保,9,7.0,2.0,0.0,0.0,0.0,1.080565808378,1.308888888889,1.482222222222,1.694444444444
727,002615,哈尔斯,9,7.0,2.0,0.0,0.0,0.0,0.125404411414,0.385222222222,0.593222222222,0.770333333333
728,603801,志邦家居,9,6.0,3.0,0.0,0.0,0.0,0.471302105097,0.3574,0.5004,0.622666666667
729,002049,紫光国微,9,7.0,2.0,0.0,0.0,0.0,1.704301941376,2.151111111111,2.665555555556,3.20375
730,301187,欧圣电气,9,6.0,3.0,0.0,0.0,0.0,0.409945314254,0.725666666667,1.149444444444,1.510125
731,301033,迈普医学,9,5.0,4.0,0.0,0.0,0.0,1.686402356232,2.192222222222,2.967777777778,3.96125
732,603059,倍加洁,9,7.0,2.0,0.0,0.0,0.0,1.140890262151,1.477625,1.88925,2.319857142857
733,688510,航亚科技,9,8.0,1.0,0.0,0.0,0.0,0.392157254247,0.616666666667,0.848888888889,1.133333333333
734,688513,苑东生物,9,7.0,2.0,0.0,0.0,0.0,1.609107539984,1.66125,1.8475,2.038571428571
735,688019,安集科技,9,5.0,4.0,0.0,0.0,0.0,3.431687691384,5.460444444444,7.243222222222,9.482875
736,601169,北京银行,9,4.0,5.0,0.0,0.0,0.0,0.950007801245,0.932222222222,0.992222222222,1.0575
737,603162,海通发展,9,5.0,4.0,0.0,0.0,0.0,0.338185852156,0.852888888889,1.069333333333,1.324777777778
738,601868,中国能建,9,7.0,2.0,0.0,0.0,0.0,0.132013332041,0.15,0.161111111111,0.176666666667
739,688409,富创精密,9,4.0,5.0,0.0,0.0,0.0,-0.028122770018,1.23,2.0025,2.913333333333
740,601231,环旭电子,9,7.0,2.0,0.0,0.0,0.0,0.775843106346,1.024444444444,1.507777777778,2.0625
741,688322,奥比中光,9,5.0,4.0,0.0,0.0,0.0,0.309833364045,0.705444444444,1.217888888889,1.801142857143
742,600282,南钢股份,9,4.0,5.0,0.0,0.0,0.0,0.4651083015,0.48875,0.54125,0.595
743,688525,佰维存储,9,7.0,2.0,0.0,0.0,0.0,1.788963818982,18.411222222222,20.373888888889,21.893777777778
744,002881,美格智能,9,7.0,2.0,0.0,0.0,0.0,0.472131866824,0.669888888889,1.020888888889,1.393444444444
745,688700,东威科技,9,5.0,4.0,0.0,0.0,0.0,0.405282720829,1.055555555556,1.774444444444,2.60875
746,002242,九阳股份,9,2.0,6.0,1.0,0.0,0.0,0.154185024672,0.277,0.313,0.348
747,601615,明阳智能,9,6.0,3.0,0.0,0.0,0.0,0.291786289575,0.6935,0.9905,1.303
748,603256,宏和科技,9,3.0,6.0,0.0,0.0,0.0,0.223210659574,1.013333333333,1.958888888889,3.65
749,688102,斯瑞新材,9,5.0,4.0,0.0,0.0,0.0,0.188967803908,0.265555555556,0.355555555556,0.476666666667
750,600562,国睿科技,9,7.0,2.0,0.0,0.0,0.0,0.506104247866,0.59,0.748888888889,0.96
751,688610,埃科光电,9,6.0,3.0,0.0,0.0,0.0,0.9406989175,2.004444444444,3.314444444444,4.865555555556
752,300634,彩讯股份,9,7.0,2.0,0.0,0.0,0.0,0.644157913251,0.765555555556,0.925555555556,1.126666666667
753,600015,华夏银行,9,3.0,6.0,0.0,0.0,0.0,1.709087166473,1.608888888889,1.648888888889,1.75
754,688772,珠海冠宇,9,6.0,3.0,0.0,0.0,0.0,0.414358718425,0.58,1.0425,1.366666666667
755,600633,浙数文化,9,6.0,3.0,0.0,0.0,0.0,0.451553209558,0.543333333333,0.592222222222,0.634444444444
756,601975,招商南油,9,4.0,5.0,0.0,0.0,0.0,0.280211668142,0.386666666667,0.411111111111,0.42875
757,601991,大唐发电,9,6.0,3.0,0.0,0.0,0.0,0.399112311094,0.373333333333,0.403333333333,0.438888888889
758,300294,博雅生物,9,6.0,3.0,0.0,0.0,0.0,0.223497532204,0.607777777778,0.7,0.804444444444
759,600236,桂冠电力,9,7.0,2.0,0.0,0.0,0.0,0.416067147059,0.446666666667,0.464444444444,0.492222222222
760,000426,兴业银锡,9,7.0,2.0,0.0,0.0,0.0,0.959791044665,2.193333333333,2.446666666667,2.97375
761,688018,乐鑫科技,9,6.0,3.0,0.0,0.0,0.0,2.124033559268,3.651111111111,4.828888888889,6.407777777778
762,603043,广州酒家,9,4.0,5.0,0.0,0.0,0.0,0.86270800791,0.913333333333,0.975555555556,1.034444444444
763,600549,厦门钨业,9,7.0,2.0,0.0,0.0,0.0,1.45464527092,3.045555555556,3.653888888889,4.354285714286
764,002283,天润工业,9,4.0,5.0,0.0,0.0,0.0,0.322797355786,0.426666666667,0.531111111111,0.67125
765,300782,卓胜微,9,4.0,3.0,2.0,0.0,0.0,-0.509366261187,-0.54625,0.055,0.445
766,920403,康农种业,9,5.0,4.0,0.0,0.0,0.0,0.694749165093,1.00125,1.19375,1.39
767,002035,华帝股份,9,5.0,4.0,0.0,0.0,0.0,0.355080985545,0.397777777778,0.43,0.46875
768,688582,芯动联科,9,7.0,2.0,0.0,0.0,0.0,0.755243574799,1.028888888889,1.413333333333,1.874444444444
769,301031,中熔电气,9,6.0,3.0,0.0,0.0,0.0,2.771598214594,4.495,5.9025,7.55
770,000661,长春高新,9,6.0,3.0,0.0,0.0,0.0,0.379890159113,2.7526,3.3392,4.2628
771,600596,新安股份,9,4.0,5.0,0.0,0.0,0.0,0.108814200727,0.467777777778,0.702222222222,0.8775
772,603209,兴通股份,9,2.0,7.0,0.0,0.0,0.0,0.830735008523,1.1672,1.2845,1.463555555556
773,603260,合盛硅业,9,4.0,5.0,0.0,0.0,0.0,-2.529889602687,0.908888888889,1.612222222222,2.251428571429
774,300748,金力永磁,9,7.0,2.0,0.0,0.0,0.0,0.510580112313,0.699444444444,0.895666666667,1.074111111111
775,603600,永艺股份,9,5.0,4.0,0.0,0.0,0.0,0.704457018555,1.005,1.24,1.496
776,688308,欧科亿,9,6.0,3.0,0.0,0.0,0.0,0.652534635854,3.741,4.288111111111,5.492125
777,688545,兴福电子,9,7.0,2.0,0.0,0.0,0.0,0.57449321975,0.853333333333,1.307777777778,1.834444444444
778,920418,苏轴股份,9,7.0,2.0,0.0,0.0,0.0,0.927598099078,1.007777777778,1.197777777778,1.401111111111
779,600089,特变电工,9,6.0,3.0,0.0,0.0,0.0,1.178416662585,1.431111111111,1.794444444444,2.362857142857
780,603877,太平鸟,8,4.0,4.0,0.0,0.0,0.0,0.370863149232,0.51875,0.62875,0.711428571429
781,002838,道恩股份,8,6.0,2.0,0.0,0.0,0.0,0.394866586594,1.042857142857,1.415714285714,1.668571428571
782,600642,申能股份,8,5.0,3.0,0.0,0.0,0.0,0.820050114929,0.73025,0.778625,0.8115
783,688796,百奥赛图,8,5.0,3.0,0.0,0.0,0.0,0.387559695467,0.89875,1.4025,2.072857142857
784,301110,青木科技,8,5.0,3.0,0.0,0.0,0.0,0.949786127331,1.77125,2.39875,2.85
785,688289,圣湘生物,8,5.0,3.0,0.0,0.0,0.0,0.346015534265,0.44625,0.54,0.605714285714
786,603920,世运电路,8,6.0,2.0,0.0,0.0,0.0,0.949160259323,1.4275,2.23125,3.25
787,600395,盘江股份,8,4.0,3.0,1.0,0.0,0.0,0.153496365798,0.274,0.3265,0.420375
788,600968,海油发展,8,6.0,2.0,0.0,0.0,0.0,0.382124143542,0.43,0.4675,0.51
789,003022,联泓新科,8,6.0,2.0,0.0,0.0,0.0,0.228899485859,0.51325,0.61875,0.728375
790,300999,金龙鱼,8,1.0,7.0,0.0,0.0,0.0,0.581543994796,0.79,0.942857142857,1.11
791,000039,中集集团,8,7.0,1.0,0.0,0.0,0.0,0.040949312053,0.563,0.792,1.054571428571
792,600993,马应龙,8,6.0,2.0,0.0,0.0,0.0,1.349001562986,1.548888888889,1.746666666667,1.964444444444
793,688088,虹软科技,8,6.0,2.0,0.0,0.0,0.0,0.644132718266,0.75125,0.9575,1.241666666667
794,002675,东诚药业,8,7.0,1.0,0.0,0.0,0.0,0.237242202444,0.3225,0.405,0.48375
795,002152,广电运通,8,8.0,0.0,0.0,0.0,0.0,0.346645979894,0.39,0.46375,0.53625
796,688268,华特气体,8,4.0,4.0,0.0,0.0,0.0,1.060079708158,1.93,2.3975,2.874285714286
797,300316,晶盛机电,8,8.0,0.0,0.0,0.0,0.0,0.675610411367,0.72375,0.9175,1.1575
798,002155,湖南黄金,8,5.0,3.0,0.0,0.0,0.0,0.952224539623,1.39725,1.57675,1.908125
799,002203,海亮股份,8,7.0,1.0,0.0,0.0,0.0,0.41154521728,0.82125,1.23,1.545
800,000949,新乡化纤,8,5.0,3.0,0.0,0.0,0.0,0.119501785136,0.395714285714,0.504285714286,0.66
801,600820,隧道股份,8,6.0,2.0,0.0,0.0,0.0,0.704164596869,0.71125,0.75375,0.805
802,600966,博汇纸业,8,5.0,3.0,0.0,0.0,0.0,0.116310544531,0.23,0.348571428571,0.427142857143
803,002603,以岭药业,8,6.0,2.0,0.0,0.0,0.0,0.770021262366,0.90375,1.045,1.21
804,603650,彤程新材,8,6.0,2.0,0.0,0.0,0.0,0.913126856215,1.17125,1.45875,1.681666666667
805,000543,皖能电力,8,6.0,2.0,0.0,0.0,0.0,0.94806643941,0.7815,0.903,0.98675
806,000791,甘肃能源,8,6.0,2.0,0.0,0.0,0.0,0.632415679957,0.704285714286,0.745714285714,0.767142857143
807,603181,皇马科技,8,6.0,2.0,0.0,0.0,0.0,0.741642926312,0.9375,1.1175,1.25
808,601577,长沙银行,8,5.0,3.0,0.0,0.0,0.0,2.01602850439,2.09125,2.2175,2.36
809,600507,方大特钢,8,4.0,4.0,0.0,0.0,0.0,0.407345919492,0.414285714286,0.481428571429,0.538571428571
810,000066,中国长城,8,6.0,2.0,0.0,0.0,0.0,-0.017274725939,0.061428571429,0.098571428571,0.248333333333
811,688639,华恒生物,8,2.0,5.0,1.0,0.0,0.0,0.529403561535,1.07,1.4075,1.701428571429
812,600123,兰花科创,8,4.0,4.0,0.0,0.0,0.0,-0.366487961957,0.23625,0.34,0.4325
813,688258,卓易信息,8,6.0,2.0,0.0,0.0,0.0,0.658211666506,1.5275,2.44375,3.4925
814,300558,贝达药业,8,7.0,1.0,0.0,0.0,0.0,0.721252795595,1.358,1.811375,2.358625
815,601966,玲珑轮胎,8,5.0,3.0,0.0,0.0,0.0,0.935338879731,0.71,1.108571428571,1.426666666667
816,688502,茂莱光学,8,4.0,4.0,0.0,0.0,0.0,0.877453282572,1.622875,2.313625,3.29275
817,301193,家联科技,8,4.0,4.0,0.0,0.0,0.0,-0.31429133552,0.36175,1.1405,1.890714285714
818,605009,豪悦护理,8,6.0,2.0,0.0,0.0,0.0,1.079179083919,1.35125,1.6025,1.897142857143
819,601000,唐山港,8,3.0,5.0,0.0,0.0,0.0,0.337222913533,0.350875,0.363875,0.390857142857
820,601916,浙商银行,8,2.0,5.0,1.0,0.0,0.0,0.470823644538,0.4425,0.44875,0.465714285714
821,002690,美亚光电,8,3.0,5.0,0.0,0.0,0.0,0.815114593616,0.928125,1.033875,1.160857142857
822,601598,中国外运,8,6.0,2.0,0.0,0.0,0.0,0.560626842014,0.51,0.534571428571,0.561833333333
823,688337,普源精电,8,3.0,5.0,0.0,0.0,0.0,0.39365781651,0.66875,0.97375,1.33625
824,603859,能科科技,8,8.0,0.0,0.0,0.0,0.0,0.846874287772,1.08625,1.355,1.68625
825,688116,天奈科技,8,5.0,3.0,0.0,0.0,0.0,0.621511073639,1.118571428571,1.695714285714,2.296666666667
826,603214,爱婴室,8,6.0,2.0,0.0,0.0,0.0,0.587966030195,0.86,1.046666666667,1.202222222222
827,002545,东方铁塔,8,7.0,1.0,0.0,0.0,0.0,0.969603787072,1.40625,1.64,2.01
828,601101,昊华能源,8,7.0,1.0,0.0,0.0,0.0,0.355844590633,0.96625,1.1,1.21125
829,688249,晶合集成,8,6.0,2.0,0.0,0.0,0.0,0.315130259226,0.4275,0.62875,0.905
830,600995,南网储能,8,5.0,3.0,0.0,0.0,0.0,0.528315952017,0.59,0.63875,0.70375
831,002100,天康生物,8,5.0,3.0,0.0,0.0,0.0,0.154282835716,0.01875,0.63125,0.701428571429
832,000708,中信特钢,8,6.0,2.0,0.0,0.0,0.0,1.174654591413,1.261428571429,1.371428571429,1.468571428571
833,000301,东方盛虹,8,6.0,2.0,0.0,0.0,0.0,0.020230164106,0.7275,0.79125,0.961666666667
834,688196,卓越新能,8,4.0,4.0,0.0,0.0,0.0,1.215131319369,2.425,3.8,4.885
835,002612,朗姿股份,8,6.0,2.0,0.0,0.0,0.0,2.258550737817,1.2975,1.455,1.705
836,002080,中材科技,8,5.0,3.0,0.0,0.0,0.0,1.083219849802,1.758625,2.389375,3.08
837,600879,航天电子,8,3.0,5.0,0.0,0.0,0.0,0.068795068199,0.10875,0.1425,0.185
838,300364,中文在线,8,4.0,4.0,0.0,0.0,0.0,-0.921004925012,0.03,0.1775,0.325
839,688378,奥来德,8,7.0,1.0,0.0,0.0,0.0,0.276545926466,1.292857142857,1.664285714286,2.184285714286
840,002752,昇兴股份,8,5.0,3.0,0.0,0.0,0.0,0.314403275412,0.457777777778,0.552222222222,0.646666666667
841,600325,华发股份,8,4.0,3.0,1.0,0.0,0.0,-3.450349727039,-1.2025,0.03,0.1625
842,688326,经纬恒润,8,7.0,1.0,0.0,0.0,0.0,0.835801773951,1.97625,3.56875,5.207142857143
843,002379,宏桥控股,8,5.0,3.0,0.0,0.0,0.0,1.370837072604,2.404285714286,2.455714285714,2.518571428571
844,301011,华立科技,8,8.0,0.0,0.0,0.0,0.0,0.447023165315,0.591428571429,0.752857142857,0.896
845,300133,华策影视,8,6.0,2.0,0.0,0.0,0.0,0.101952031001,0.18375,0.22125,0.258571428571
846,600166,福田汽车,8,6.0,2.0,0.0,0.0,0.0,0.172256894717,0.258571428571,0.328571428571,0.4
847,002459,晶澳科技,8,7.0,1.0,0.0,0.0,0.0,-1.392342348579,-0.955285714286,0.331428571429,0.801
848,002643,万润股份,8,6.0,2.0,0.0,0.0,0.0,0.310602092068,0.45625,0.54875,0.648571428571
849,603699,纽威股份,8,6.0,2.0,0.0,0.0,0.0,2.06492886307,2.44625,3.01125,3.607142857143
850,002957,科瑞技术,8,4.0,4.0,0.0,0.0,0.0,0.650227687482,0.88,1.15875,1.505
851,301367,瑞迈特,8,6.0,2.0,0.0,0.0,0.0,1.801143126849,2.85125,3.55375,4.55
852,300680,隆盛科技,8,7.0,1.0,0.0,0.0,0.0,0.817024563764,1.07,1.265,1.524285714286
853,000513,丽珠集团,8,5.0,3.0,0.0,0.0,0.0,2.27867213361,2.328888888889,2.611111111111,2.975714285714
854,002739,儒意电影,8,6.0,2.0,0.0,0.0,0.0,0.243406631217,0.38375,0.54625,0.657142857143
855,688167,炬光科技,8,6.0,2.0,0.0,0.0,0.0,-0.295142753741,0.642857142857,1.965714285714,3.638571428571
856,605598,上海港湾,8,6.0,2.0,0.0,0.0,0.0,0.272397740646,0.345714285714,0.474285714286,0.553333333333
857,300593,新雷能,8,5.0,3.0,0.0,0.0,0.0,-0.360270982258,0.124285714286,0.628571428571,1.062857142857
858,000719,中原传媒,8,7.0,1.0,0.0,0.0,0.0,1.344451739836,1.39625,1.4725,1.5375
859,688825,长鑫科技,8,7.0,1.0,0.0,0.0,0.0,0.027618535187,2.316666666667,3.845666666667,5.443222222222
860,601618,中国中冶,8,4.0,4.0,0.0,0.0,0.0,0.063879389483,0.27,0.28625,0.30125
861,600863,华能蒙电,8,6.0,2.0,0.0,0.0,0.0,0.318235959296,0.321625,0.365125,0.382714285714
862,002697,红旗连锁,8,5.0,3.0,0.0,0.0,0.0,0.353383454618,0.37,0.38875,0.4075
863,300724,捷佳伟创,8,5.0,3.0,0.0,0.0,0.0,7.513935451278,2.651625,2.802375,3.439375
864,300763,锦浪科技,8,4.0,3.0,1.0,0.0,0.0,1.873528370997,3.53125,4.96375,6.408571428571
865,300604,长川科技,8,5.0,2.0,1.0,0.0,0.0,2.062298352811,3.4665,5.10925,6.940125
866,002683,广东宏大,8,6.0,2.0,0.0,0.0,0.0,1.259643285987,1.68,1.96125,2.2675
867,000688,国城矿业,8,8.0,0.0,0.0,0.0,0.0,0.908371754829,1.768125,2.455125,3.496625
868,601818,光大银行,8,3.0,4.0,1.0,0.0,0.0,0.65711496809,0.55,0.558571428571,0.59
869,301308,江波龙,8,5.0,3.0,0.0,0.0,0.0,3.312552178216,33.9125,27.60625,26.45625
870,002236,大华股份,8,5.0,3.0,0.0,0.0,0.0,1.180059452114,1.2175,1.34625,1.5025
871,605007,五洲特纸,8,6.0,2.0,0.0,0.0,0.0,0.514470160084,1.01625,1.28875,1.5175
872,603416,信捷电气,8,7.0,1.0,0.0,0.0,0.0,1.619143581175,2.01325,2.446875,2.918
873,002911,佛燃能源,8,6.0,2.0,0.0,0.0,0.0,0.793626601021,0.85625,0.94125,1.0175
874,605333,沪光股份,8,6.0,2.0,0.0,0.0,0.0,1.037006639374,0.99875,1.30125,1.572857142857
875,000422,湖北宜化,8,4.0,4.0,0.0,0.0,0.0,0.743471165886,0.81125,1.00875,1.197142857143
876,600350,山东高速,8,3.0,5.0,0.0,0.0,0.0,0.663051471707,0.66375,0.6975,0.732857142857
877,301039,中集车辆,8,4.0,4.0,0.0,0.0,0.0,0.482101209385,0.50625,0.6375,0.804285714286
878,000534,万泽股份,8,6.0,2.0,0.0,0.0,0.0,0.386653067222,0.618571428571,0.897142857143,1.244285714286
879,300747,锐科激光,8,5.0,3.0,0.0,0.0,0.0,0.288161205199,0.47125,0.665,0.834285714286
880,688050,爱博医疗,8,3.0,4.0,1.0,0.0,0.0,1.386338154962,2.07375,2.46125,2.901428571429
881,688627,精智达,8,4.0,4.0,0.0,0.0,0.0,0.695022626493,2.77625,4.43375,6.66125
882,688677,海泰新光,8,6.0,2.0,0.0,0.0,0.0,1.424328178299,1.804444444444,2.324444444444,2.898888888889
883,002170,芭田股份,8,7.0,1.0,0.0,0.0,0.0,0.937943910273,1.32,1.5425,1.75875
884,002979,雷赛智能,8,5.0,3.0,0.0,0.0,0.0,0.713117422963,1.1395,1.51325,1.870714285714
885,300682,朗新科技,8,5.0,3.0,0.0,0.0,0.0,0.097345252667,0.3475,0.53,0.668571428571
886,688508,芯朋微,8,5.0,3.0,0.0,0.0,0.0,1.406886582822,1.5075,1.97125,2.50625
887,002997,瑞鹄模具,8,4.0,4.0,0.0,0.0,0.0,1.871863119441,2.4125,2.925,3.388333333333
888,920185,贝特瑞,8,4.0,4.0,0.0,0.0,0.0,0.768831917127,1.0075,1.46375,1.683333333333
889,688336,三生国健,8,5.0,3.0,0.0,0.0,0.0,3.235017098315,0.727125,0.90025,1.2085
890,605296,神农集团,8,5.0,3.0,0.0,0.0,0.0,0.64413524188,-0.44875,1.62875,1.8425
891,300725,药石科技,8,5.0,3.0,0.0,0.0,0.0,0.785841512093,1.035714285714,1.392857142857,1.812857142857
892,603809,豪能股份,8,7.0,1.0,0.0,0.0,0.0,0.301148293027,0.45625,0.55625,0.678571428571
893,002859,洁美科技,8,7.0,0.0,1.0,0.0,0.0,0.484569279474,1.00375,1.46875,1.893333333333
894,002241,歌尔股份,8,6.0,2.0,0.0,0.0,0.0,1.109237798607,0.9825,1.29125,1.635
895,301275,汉朔科技,8,5.0,3.0,0.0,0.0,0.0,1.06946189858,1.478571428571,2.014285714286,2.733333333333
896,600305,恒顺醋业,8,2.0,6.0,0.0,0.0,0.0,0.130028270623,0.14875,0.16875,0.181428571429
897,000498,山东路桥,8,6.0,2.0,0.0,0.0,0.0,1.434639246947,1.35875,1.4,1.4525
898,300223,君正股份,8,6.0,2.0,0.0,0.0,0.0,0.730604534697,2.375,2.99,3.49875
899,002020,京新药业,8,5.0,3.0,0.0,0.0,0.0,0.88031798695,0.9475,1.10375,1.2175
900,600583,海油工程,8,5.0,3.0,0.0,0.0,0.0,0.471447371742,0.5275,0.6075,0.661428571429
901,601555,东吴证券,7,1.0,6.0,0.0,0.0,0.0,0.714904899011,0.721428571429,0.791428571429,0.86
