name,description,close,market_cap_basic,price_earnings_ttm,price_book_fq,return_on_equity,return_on_assets,free_cash_flow_ttm,cash_n_short_term_inv,total_debt,total_revenue_yoy_growth_ttm,net_income_yoy_growth_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,average_volume_30d_calc,sector,industry,symbol,market,traded_value_30d,quick_pr_roe,implied_roe_from_pe_pb,quick_pr_pe_pb,market_pr_factor,market_normalized_quick_pr,pr_path_gap_percent,model,fcf_positive,extreme_roe_review_required,roe_reliability_precheck,rank_penalty,screen_rank,stage1_tier,history_type,cycle_phase_status,history_years,history_status,historical_neutral_roe,historical_neutral_roa,historical_bear_roe,historical_bear_roa,bear_anchor_source,historical_neutral_pr,historical_bear_pr,historical_pr_path,weak_years,market_normalized_neutral_pr,market_normalized_bear_pr,stage2_rank,stage2_tier
2589,"Auntea Jenny (Shanghai) Industrial Co., Ltd. Class H",81.5,8610866893.0,12.374358507181682,3.4415921692165417,31.980933368923996,21.6384208443536,862658980.0,,169320508.341439,,,,4.22658032987172,521407.1666666667,Consumer Services,Restaurants,HKEX:2589,HK,42494684.083333336,0.3869292482628383,27.812287539747224,0.4449241540990536,0.8,0.4836615603285478,13.034784760933416,stable_or_general,True,True,not_triggered,0.0,0.4836615603285478,priority,stable,not_applicable,3,usable,43.075217363714664,23.80731712143833,31.980933368923996,21.6384208443536,current_ttm,0.28727326905157974,0.3869292482628383,pe,"2024,2025",0.35909158631447463,0.48366156032854785,0.4276050720222149,priority_refine
UHS,"Universal Health Services, Inc.",168.51,9929293550.170967,6.862162206186574,1.3217514512714847,20.985171749453,9.870469200880972,845400000.0,,5262175000.0,10.049655883844052,21.01634484765771,29.3490513363463,0.472785296377283,782180.0666666667,Health Services,Hospital/Nursing Management,NYSE:UHS,US,131805163.034,0.3270005262818706,19.261442844936855,0.3562641833963332,1.0,0.3270005262818706,8.214032866140709,stable_or_general,True,False,not_triggered,0.0,0.3270005262818706,priority,stable,not_applicable,3,usable,17.025121065233332,7.7287165116333325,14.859184203049999,6.6299817040499995,weak_history,0.4030609932166451,0.4618128500471813,pe,"2023,2024",0.4030609932166451,0.4618128500471813,0.43537451447344006,priority_refine
605499,Eastroc Beverage (Group) Co. Ltd. Class A,120.41,80459766012.82864,17.092767407197105,4.495278855874812,34.7901112009922,16.7155232750374,4888065410.0,,6059043393.62,20.743504365935337,23.582905520871936,27.145564479740106,2.86105785401951,8608623.766666668,Consumer Non-Durables,Beverages: Non-Alcoholic,SSE:605499,A,1036564387.7443334,0.4913110886150207,26.29930396163949,0.6499323112173934,1.0,0.4913110886150207,24.405806553186736,stable_or_general,True,True,not_triggered,0.0,0.4913110886150207,priority,stable,not_applicable,3,usable,44.78666666666666,17.004884999866665,34.7901112009922,16.7155232750374,current_ttm,0.38164857265251056,0.49131108861502076,pe,"2023,2024",0.38164857265251056,0.49131108861502076,0.4419629564318912,priority_refine
9980,Eastroc Beverage (Group) Co. Ltd. Class H,103.2,93818194736.0,13.633301187629629,3.333647747138942,34.314663942266,16.5577596000554,5464255960.0,,7002582197.79788,25.278432029610524,28.431947933165368,,2.13964226732378,732291.7333333329,Consumer Non-Durables,Beverages: Non-Alcoholic,HKEX:9980,HK,75572506.87999997,0.3973024830016546,24.452241619687644,0.5575481135706111,0.8,0.4966281037520682,28.741130436747863,stable_or_general,True,True,not_triggered,0.0,0.4966281037520682,priority,stable,not_applicable,3,usable,44.97377608768366,17.007063002720667,34.314663942266,16.5577596000554,current_ttm,0.30313890390367265,0.3973024830016546,pe,"2023,2024",0.3789236298795908,0.49662810375206823,0.44366109050945335,priority_refine
DRI,"Darden Restaurants, Inc.",218.63,24823633278.785316,21.04457642291292,11.29824089960105,53.7178011861556,8.3642591080283,1092700000.0,,8010600000.0,9.391638444276996,14.978561219628396,17.071219292314616,2.80682443588332,1044357.3,Consumer Services,Restaurants,NYSE:DRI,US,228327836.499,0.3917616871543994,53.68718605949107,0.3919850893208168,1.0,0.3917616871543994,0.0569925164256801,stable_or_general,True,True,review_possible_equity_or_leverage_distortion,0.0,0.3917616871543994,priority,stable,not_applicable,3,usable,48.584124529166665,9.264399898366666,46.17219458344999,9.15503423105,weak_history,0.4331574691703905,0.45578462563389094,pe,"2024,2025",0.4331574691703905,0.45578462563389094,0.44560240522531575,priority_refine
WSM,"Williams-Sonoma, Inc.",225.3,26535647429.632347,23.048829144032165,12.393366440986014,54.9610894488196,21.9677467615691,1343494000.0,,1527946000.0,2.24013280613107,3.564966411827534,7.441277657481413,1.27491470641049,1021145.0333333332,Retail Trade,Specialty Stores,NYSE:WSM,US,230063976.01,0.419366307603773,53.77004776919405,0.4286555452390226,1.0,0.419366307603773,2.1670634471950723,stable_or_general,True,True,review_high_roa_supports_follow_up,0.0,0.419366307603773,priority,stable,not_applicable,3,usable,51.278480686833326,20.238827678733333,50.566966513,19.717726083549998,weak_history,0.4494834643170379,0.4558080251483281,pe,"2024,2026",0.4494834643170379,0.4558080251483281,0.45296197277424755,priority_refine
600096,Yunnan Yuntianhua Co. Ltd. Class A,30.8,56366873284.0,10.535677635629746,2.210141391642795,22.1994945565664,10.3323958063094,5080829270.0,,14321972578.4,-15.203315212673548,1.451478021973386,1.4505830094391947,4.52781371280724,33145166.1,Transportation,Air Freight/Couriers,SSE:600096,A,1020871115.88,0.4745908790303242,20.977686182884895,0.502232588655345,1.0,0.4745908790303242,5.503766631119545,stable_or_general,True,False,not_triggered,0.08,0.5545908790303242,priority,stable,not_applicable,3,usable,24.493333333333332,10.9339592373,22.1994945565664,10.3323958063094,current_ttm,0.43014470477530264,0.47459087903032426,pe,"2023,2025",0.43014470477530264,0.47459087903032426,0.5045901006155645,priority_refine
CHKP,Check Point Software Technologies Ltd.,136.945,13982171382.986752,14.026794768055227,5.215067010059982,37.6388664549214,15.889323271826,1186974490.0,,1974900000.0,4.640775228998736,22.200209765745218,27.25293918302442,0.0,1076626.4,Technology Services,Internet Software/Services,NASDAQ:CHKP,US,147438602.348,0.3726678321955995,37.17932069510869,0.3772741003818445,1.0,0.3726678321955995,1.2209341117195516,technology_strict,True,False,not_triggered,0.0,0.3726678321955995,priority,technology,not_applicable,5,usable,31.201150162546,14.80281532076,25.13751862065,13.787182863608333,weak_history,0.4495601827170158,0.5580023621159043,pe,"2021,2022",0.4495601827170158,0.5580023621159043,0.5092033813864045,priority_refine
603444,"G-Bits Network Technology (Xiamen) Co., Ltd. Class A",399.9,27444776668.0,12.807455803228285,4.737795762735359,39.4799594237808,26.12710713473,3034145910.0,,24240639.42,74.27627798657514,109.04808114480116,109.59643422925112,5.14489710205796,2026329.3,Technology Services,Packaged Software,SSE:603444,A,810329087.0699999,0.324403975843848,36.9924818443733,0.3462178033122789,1.0,0.324403975843848,6.300608247102602,technology_strict,True,False,not_triggered,0.0,0.324403975843848,priority,technology,not_applicable,5,usable,28.8942,24.408644193371998,22.468571428571426,19.476177705999998,weak_history,0.4432535181188018,0.5700164714051247,pe,"2023,2024",0.4432535181188018,0.5700164714051247,0.5129731424262793,priority_refine
605599,"Beijing Caishikou Department Store Co., Ltd. Class A",14.9,11526667233.0,10.429791404171915,2.620102693957938,26.605560253934403,13.5312390809598,1043080240.0,,155569572.35,41.332755362045255,42.82847173132896,42.83143371325736,5.26315789473684,11282621.133333333,Retail Trade,Specialty Stores,SSE:605599,A,168111054.88666666,0.3920154773899026,25.121333614686648,0.4151766607674985,1.0,0.3920154773899026,5.578633282222533,stable_or_general,True,False,not_triggered,0.0,0.3920154773899026,priority,stable,not_applicable,3,usable,21.673333333333332,12.195794439999998,19.275,11.3701311156,weak_history,0.48122691806391493,0.5411046124084004,pe,"2023,2024",0.48122691806391493,0.5411046124084004,0.5141596499533819,priority_refine
564,ZCZL Industrial Technology Group Company Limited Class H,12.38,28215927101.0,5.741848708315941,0.7897145736785198,14.7077940194998,6.63634662972856,932796680.0,,13790131779.707998,8.982631507688065,-18.28642253303251,-17.536143195899946,11.5044497991968,1293164.7666666666,Producer Manufacturing,Auto Parts: OEM,HKEX:564,HK,16009379.811333334,0.3903949634257399,13.75366391202146,0.4174777532041662,0.8,0.4879937042821748,6.4872414327624135,cyclical,True,False,not_triggered,0.1,0.5879937042821749,priority,stable,not_applicable,3,usable,18.196764612765666,7.859287481875666,14.7077940194998,6.63634662972856,current_ttm,0.3155422862527899,0.3903949634257399,pe,"2023,2024",0.3944278578159874,0.48799370428217487,0.5258890733723905,priority_refine
603605,"Proya Cosmetics Co., Ltd. Class A",63.04,24807136694.0,13.605265997625985,3.677572988506418,30.029211999615,19.4694412703874,1741721450.0,,929364858.36,-4.744642787298599,13.23970257740186,10.471353980401965,3.18877551020408,5950118.633333329,Consumer Non-Durables,Household/Personal Care,SSE:603605,A,375095478.64533305,0.4530676994721145,27.030511488331992,0.5033299500639802,1.0,0.4530676994721145,9.985944723829087,stable_or_general,True,False,not_triggered,0.08,0.5330676994721145,priority,stable,not_applicable,3,usable,29.423333333333332,19.79848369633333,27.87,19.0247954271,weak_history,0.4623971676999882,0.48816885531489,pe,"2023,2025",0.4623971676999882,0.48816885531489,0.5265715958881843,priority_refine
SFM,"Sprouts Farmers Market, Inc.",79.075,7373555869.678695,15.151369994251771,4.937845282304873,35.1974264427963,12.393553360845,355179000.0,,2106293000.0,7.20446395946375,3.6950886808910774,7.524001813012498,0.0,1718981.7333333334,Retail Trade,Food Retail,NASDAQ:SFM,US,135928480.56333333,0.4304681201302073,32.59009108864892,0.4649072613218,1.0,0.4304681201302073,7.407744308763253,stable_or_general,True,False,not_triggered,0.0,0.4304681201302073,priority,stable,not_applicable,3,usable,30.9444127176,10.8148781774,27.19913864455,9.5080380725,weak_history,0.48963184832505324,0.557053302027552,pe,"2023,2024",0.48963184832505324,0.557053302027552,0.5267136478614276,priority_refine
6110,Topsports International Holdings Limited,1.12,6914362776.0,5.0269299820466795,0.7060143598277829,14.166469915986102,8.64742532992503,2745118910.0,,3980959430.10926,-3.552403351753338,-0.6077116410583117,-0.6244424620874274,15.6412556053812,30883283.733333334,Retail Trade,Apparel/Footwear Retail,HKEX:6110,HK,34589277.781333335,0.3548470445960612,14.044642800859824,0.3579250859793264,0.8,0.4435588057450765,0.8599680502536677,stable_or_general,True,False,not_triggered,0.18,0.6235588057450765,priority,stable,not_applicable,3,usable,16.806524279307332,10.530576826932,13.966296008697999,8.740162491766501,weak_history,0.29910586499053693,0.359932939908762,pe,"2025,2026",0.37388233123817116,0.4499161748859525,0.5457009452444509,priority_refine
601717,ZCZL Industrial Technology Group Company Limited Class A,14.47,24198364707.079033,7.5164926497324815,1.0906711811056855,14.8006840965094,6.72909152590591,1410049700.0,,11945135810.06,5.503017541284894,-21.128874412482613,-20.49969027462317,8.68658790826963,19203998.133333333,Producer Manufacturing,Auto Parts: OEM,SSE:601717,A,277881852.98933333,0.5078476508734603,14.510373813037702,0.5180082020339714,1.0,0.5078476508734603,1.9614653051081896,cyclical,True,False,not_triggered,0.1,0.6078476508734603,priority,stable,not_applicable,3,usable,18.12333333333333,8.259486911966667,14.8006840965094,6.72909152590591,current_ttm,0.41474117986384856,0.5078476508734603,pe,"2023,2024",0.41474117986384856,0.5078476508734603,0.545949738919135,priority_refine
PDD,PDD Holdings Inc.,81.895,116191849284.0,9.084001641653632,1.7663927045037136,22.9436193816255,15.1072366213241,,,713885695.75854,13.529529753296712,-1.594457918651893,-1.6988147550457338,0.0,6263739.666666667,Retail Trade,Department Stores,NASDAQ:PDD,US,512968960.00166667,0.3959271416840446,19.445094509936297,0.4671616091663517,1.0,0.3959271416840446,15.248356475487078,hybrid_platform,False,True,not_triggered,0.35,0.7459271416840446,watch,stable,not_applicable,3,usable,37.07066319716667,21.371127550066664,22.9436193816255,15.1072366213241,current_ttm,0.24504556590581655,0.39592714168404464,pe,"2023,2025",0.24504556590581655,0.39592714168404464,0.558030432583842,priority_refine
